TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC CX 031.2/21N/HHA7E.UNNN;GACC CX;031.2/21N/HHA7E.UNNN;n/a;finoox;247-2LXK.1TZ.3V3.S5SR-C26.00.0800.000;GACC CX 031.2H/27-EN1_.E;2867;E;2;1;2107;Axial;6,358;5,151;22,83;3062;1350;9;VT03189;0,173;0,7;B;43,54;65,02;4,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;35,5;16;22,23;n/a;n/a;204;302;No;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;E;Aluminum;7;32;8;yes;piece;1
GACC CX 031.1/21N/CHE4A.TANN;GACC CX;031.1/21N/CHE4A.TANN;n/a;finoox;247-1BD0.1TZ.3US.00NN-C26.01.0000.100;GACC CX 031.1C/24-AN1_.E_Epoxy;3079;A;2;1;2107;Axial;4,45;3,527;14,48;3303;1350;9;VT03189;0,173;0,7;D;43,54;65,02;1,5;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;22;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;172;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/21N/CHE4A.UNNN;GACC CX;031.1/21N/CHE4A.UNNN;n/a;finoox;247-1BD0.1TZ.3US.00NN-C26.00.0000.000;GACC CX 031.1C/24-AN1_.E_Epoxy;2573;A;2;1;2107;Axial;4,45;3,527;14,48;3303;1350;9;VT03189;0,173;0,7;D;43,54;65,02;1,5;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;22;9,52;9,52;Inclusive;n/a;204;302;No;No;No;315;EC motor;5060;1;;;172;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/11N/DHE4A.TNNN;GACC CX;031.1/11N/DHE4A.TNNN;n/a;finoox;247-1BA8.1TZ.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/14-AN1_.E_Epoxy;1896;A;1;1;2107;Axial;2,583;2,081;9,65;1547;1350;8;VT03189;0,086;0,7;C;40,72;62,01;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,7;9,52;9,52;Inclusive;n/a;Inclusive;151;No;No;Yes;315;EC motor;5060;1;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/11N/DHE4A.UNNN;GACC CX;031.1/11N/DHE4A.UNNN;n/a;finoox;247-1BA8.1TZ.3UU.00NN-C26.00.0000.000;GACC CX 031.1D/14-AN1_.E_Epoxy;1753;A;1;1;2107;Axial;2,583;2,081;9,65;1547;1350;8;VT03189;0,086;0,7;C;40,72;62,01;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,7;9,52;9,52;Inclusive;n/a;143;151;No;No;No;315;EC motor;5060;1;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/21N/DHE4E.UNNN;GACC CX;031.1/21N/DHE4E.UNNN;n/a;finoox;247-1BDF.1TZ.3UU.00NN-C26.00.0800.000;GACC CX 031.1D/24-EN1_.E_Epoxy;2972;E;2;1;2107;Axial;5,215;4,135;19,3;3095;1350;9;VT03189;0,173;0,7;C;43,54;65,02;2;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;25,8;9,52;9,52;Inclusive;n/a;204;302;No;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/21N/DHE7A.UANN;GACC CX;031.1/21N/DHE7A.UANN;n/a;finoox;247-1BDW.1TZ.3UU.00NN-C26.00.0000.100;GACC CX 031.1D/27-AN1_.E_Epoxy;2690;A;2;1;2107;Axial;4,104;3,284;11,41;3566;1350;10;VT03189;0,173;0,7;C;43,54;65,02;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24,1;9,52;9,52;Inclusive;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;172;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;32;4;yes;piece;1
GACC CX 031.1/11N/DHE7E.TNNN;GACC CX;031.1/11N/DHE7E.TNNN;n/a;finoox;247-1BAR.1TZ.3UU.00NN-C26.01.0800.000;GACC CX 031.1D/17-EN1_.E_Epoxy;1862;E;1;1;2107;Axial;2,003;1,634;5,71;1783;1350;9;VT03189;0,087;0,7;C;40,72;62,01;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,4;9,52;9,52;Inclusive;n/a;Inclusive;151;No;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Epoxy coated aluminum;7;32;4;yes;piece;1
GACC CX 031.1/31N/FHE7A.TANN;GACC CX;031.1/31N/FHE7A.TANN;n/a;finoox;247-1BHE.1TZ.3UQ.SGPW-C26.01.0000.100;GACC CX 031.1F/37-AN1_.E_Epoxy;4612;A;3;1;2107;Axial;8,073;6,489;25,68;4937;1350;9;VT03189;0,26;0,7;B;45,11;66,78;4,5;;400V-3~N-3.7kW;BG351035-00009;gacc3;1672;430;455;1380;332;40,7;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;231;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GACC CX 031.1/11N/FHE7E.UANN;GACC CX;031.1/11N/FHE7E.UANN;n/a;finoox;247-1BBF.1TZ.3UX.00NN-C26.00.0800.100;GACC CX 031.1F/17-EN1_.E_Epoxy;2143;E;1;1;2107;Axial;2,673;2,163;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,1;9,52;9,52;Inclusive;n/a;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GACC CX 031.1/11N/FHE7E.TNNN;GACC CX;031.1/11N/FHE7E.TNNN;n/a;finoox;247-1BBF.1TZ.3UX.00NN-C26.01.0800.000;GACC CX 031.1F/17-EN1_.E_Epoxy;2135;E;1;1;2107;Axial;2,673;2,163;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,1;9,52;9,52;Inclusive;n/a;Inclusive;151;No;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GACC CX 031.1/11N/FHE7E.UNNN;GACC CX;031.1/11N/FHE7E.UNNN;n/a;finoox;247-1BBF.1TZ.3UX.00NN-C26.00.0800.000;GACC CX 031.1F/17-EN1_.E_Epoxy;1992;E;1;1;2107;Axial;2,673;2,163;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,1;9,52;9,52;Inclusive;n/a;143;151;No;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GACC CX 031.1/11N/HHE7E.TANN;GACC CX;031.1/11N/HHE7E.TANN;n/a;finoox;247-1BBT.1TZ.3V2.00NN-C26.01.0800.100;GACC CX 031.1H/17-EN1_.E_Epoxy;2509;E;1;1;2107;Axial;3,125;2,528;11,41;1531;1350;8;VT03189;0,086;0,7;B;40,72;62,01;2,1;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;20,3;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00025.1;2;100;650;1;200;640;no;no;H;E;Epoxy coated aluminum;7;64;8;yes;piece;1
GACC CX 031.1/11N/HHE7E.UANN;GACC CX;031.1/11N/HHE7E.UANN;n/a;finoox;247-1BBT.1TZ.3V2.00NN-C26.00.0800.100;GACC CX 031.1H/17-EN1_.E_Epoxy;2366;E;1;1;2107;Axial;3,125;2,528;11,41;1531;1350;8;VT03189;0,086;0,7;B;40,72;62,01;2,1;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;20,3;9,52;9,52;Inclusive;n/a;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00025.1;2;100;650;1;200;640;no;no;H;E;Epoxy coated aluminum;7;64;8;yes;piece;1
GACC CX 031.2/21N/HHE7E.TANN;GACC CX;031.2/21N/HHE7E.TANN;n/a;finoox;247-2LXP.1TZ.3V3.S5SR-C26.01.0800.100;GACC CX 031.2H/27-EN1_.E_Epoxy;3600;E;2;1;2107;Axial;6,278;5,082;22,83;3062;1350;9;VT03189;0,173;0,7;B;43,54;65,02;4,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;35,5;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;E;Epoxy coated aluminum;7;32;8;yes;piece;1
GACC CX 031.2/31N/HHE7A.TANN;GACC CX;031.2/31N/HHE7A.TANN;n/a;finoox;247-2LZD.1TZ.3V3.SGPW-C26.01.0000.100;GACC CX 031.2H/37-AN1_.E_Epoxy;5079;A;3;1;2107;Axial;9,117;7,316;34,24;4593;1350;9;VT03189;0,259;0,7;B;45,11;66,78;5,9;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;47,1;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;231;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;32;8;yes;piece;1
GACC CX 031.2/21N/FHE7A.TANN;GACC CX;031.2/21N/FHE7A.TANN;n/a;finoox;247-2LX9.1TZ.3UX.00NN-C26.01.0000.100;GACC CX 031.2F/27-AN1_.E_Epoxy;3008;A;2;1;2107;Axial;5,098;4,05;17,12;3291;1350;9;VT03189;0,173;0,7;B;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,5;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GACC CX 031.1/11N/DHC7A.UNNN;GACC CX;031.1/11N/DHC7A.UNNN;n/a;finoox;247-1BAS.1TZ.3UU.00NN-C26.00.0000.000;GACC CX 031.1D/17-AN1_.E_PC;1580;A;1;1;2107;Axial;1,895;1,546;5,71;1783;1350;9;VT03189;0,087;0,7;C;40,72;62,01;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,7;9,52;9,52;n/a;Inclusive;143;151;No;No;No;315;EC motor;5060;1;;;157;;;;;;;;no;no;D;E;Powder coated;7;32;4;yes;piece;1
GACC CX 031.1/11N/DHC7E.TANN;GACC CX;031.1/11N/DHC7E.TANN;n/a;finoox;247-1BAT.1TZ.3UU.00NN-C26.01.0800.100;GACC CX 031.1D/17-EN1_.E_PC;2075;E;1;1;2107;Axial;1,895;1,546;5,71;1783;1350;9;VT03189;0,087;0,7;C;40,72;62,01;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,4;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Powder coated;7;32;4;yes;piece;1
GACC CX 031.1/11N/DHC7E.UANN;GACC CX;031.1/11N/DHC7E.UANN;n/a;finoox;247-1BAT.1TZ.3UU.00NN-C26.00.0800.100;GACC CX 031.1D/17-EN1_.E_PC;1932;E;1;1;2107;Axial;1,895;1,546;5,71;1783;1350;9;VT03189;0,087;0,7;C;40,72;62,01;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,4;9,52;9,52;n/a;Inclusive;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Powder coated;7;32;4;yes;piece;1
GACC CX 031.1/11N/FHC7A.TANN;GACC CX;031.1/11N/FHC7A.TANN;n/a;finoox;247-1BBG.1TZ.3UX.00NN-C26.01.0000.100;GACC CX 031.1F/17-AN1_.E_PC;2116;A;1;1;2107;Axial;2,524;2,044;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;16,9;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;E;Powder coated;7;48;6;yes;piece;1
GACC CX 031.1/31N/FHC7A.UANN;GACC CX;031.1/31N/FHC7A.UANN;n/a;finoox;247-1BHG.1TZ.3UQ.SGPW-C26.00.0000.100;GACC CX 031.1F/37-AN1_.E_PC;4467;A;3;1;2107;Axial;7,602;6,114;25,68;4937;1350;9;VT03189;0,26;0,7;B;45,11;66,78;4,5;;400V-3~N-3.7kW;BG351035-00009;gacc3;1672;430;455;1380;332;40,7;16;22,23;n/a;Inclusive;284;Inclusive;Yes;No;No;315;EC motor;5060;1;;;231;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GACC CX 031.1/11N/FHC7E.TANN;GACC CX;031.1/11N/FHC7E.TANN;n/a;finoox;247-1BBH.1TZ.3UX.00NN-C26.01.0800.100;GACC CX 031.1F/17-EN1_.E_PC;2355;E;1;1;2107;Axial;2,524;2,044;8,56;1646;1350;8;VT03189;0,087;0,7;B;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,1;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Powder coated;7;48;6;yes;piece;1
GACC CX 031.1/31N/FHC7E.TANN;GACC CX;031.1/31N/FHC7E.TANN;n/a;finoox;247-1BHH.1TZ.3UQ.SGPW-C26.01.0800.100;GACC CX 031.1F/37-EN1_.E_PC;5037;E;3;1;2107;Axial;7,602;6,114;25,68;4937;1350;9;VT03189;0,26;0,7;B;45,11;66,78;4,5;400V-3~N-3.7kW;;;gacc3;1672;430;455;1380;332;43,6;16;22,23;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00009.1;2;100;1580;1;200;1560;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GACC CX 031.1/31N/FHC7E.UANN;GACC CX;031.1/31N/FHC7E.UANN;n/a;finoox;247-1BHH.1TZ.3UQ.SGPW-C26.00.0800.100;GACC CX 031.1F/37-EN1_.E_PC;4753;E;3;1;2107;Axial;7,602;6,114;25,68;4937;1350;9;VT03189;0,26;0,7;B;45,11;66,78;4,5;400V-3~N-3.7kW;;;gacc3;1672;430;455;1380;332;43,6;16;22,23;n/a;Inclusive;284;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00009.1;2;100;1580;1;200;1560;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GACC CX 031.1/11N/HHC7A.TNNN;GACC CX;031.1/11N/HHC7A.TNNN;n/a;finoox;247-1BBU.1TZ.3V2.00NN-C26.01.0000.000;GACC CX 031.1H/17-AN1_.E_PC;2194;A;1;1;2107;Axial;2,944;2,382;11,41;1531;1350;8;VT03189;0,086;0,7;B;40,72;62,01;2,1;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;19,2;9,52;9,52;n/a;Inclusive;Inclusive;151;No;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;H;E;Powder coated;7;64;8;yes;piece;1
GACC CX 031.1/11N/HHC7E.TANN;GACC CX;031.1/11N/HHC7E.TANN;n/a;finoox;247-1BBV.1TZ.3V2.00NN-C26.01.0800.100;GACC CX 031.1H/17-EN1_.E_PC;2584;E;1;1;2107;Axial;2,944;2,382;11,41;1531;1350;8;VT03189;0,086;0,7;B;40,72;62,01;2,1;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;20,3;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00025.1;2;100;650;1;200;640;no;no;H;E;Powder coated;7;64;8;yes;piece;1
GACC CX 031.2/21N/FHC7E.TNNN;GACC CX;031.2/21N/FHC7E.TNNN;n/a;finoox;247-2LXF.1TZ.3UX.00NN-C26.01.0800.000;GACC CX 031.2F/27-EN1_.E_PC;3069;E;2;1;2107;Axial;4,788;3,804;17,12;3291;1350;9;VT03189;0,173;0,7;C;43,54;65,02;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;30,6;9,52;9,52;n/a;Inclusive;Inclusive;302;No;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Powder coated;7;48;6;yes;piece;1
GACC CX 031.2/31N/HHC7A.TANN;GACC CX;031.2/31N/HHC7A.TANN;n/a;finoox;247-2LZH.1TZ.3V3.SGPW-C26.01.0000.100;GACC CX 031.2H/37-AN1_.E_PC;5235;A;3;1;2107;Axial;8,562;6,871;34,24;4593;1350;9;VT03189;0,259;0,7;B;45,11;66,78;5,9;;400V-3~N-3.7kW;BG351035-00027;gacc3;1672;430;455;1380;332;47,1;16;22,23;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;231;;;;;;;;no;no;H;E;Powder coated;7;32;8;yes;piece;1
GACC CX 031.2/21N/HHC7E.UANN;GACC CX;031.2/21N/HHC7E.UANN;n/a;finoox;247-2LXT.1TZ.3V3.S5SR-C26.00.0800.100;GACC CX 031.2H/27-EN1_.E_PC;3507;E;2;1;2107;Axial;5,913;4,791;22,83;3062;1350;9;VT03189;0,173;0,7;B;43,54;65,02;4,1;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;35,5;16;22,23;n/a;Inclusive;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00026.1;2;100;1100;1;200;1100;no;no;H;E;Powder coated;7;32;8;yes;piece;1
GACC CX 031.2/21N/FHC7A.TNNN;GACC CX;031.2/21N/FHC7A.TNNN;n/a;finoox;247-2LXD.1TZ.3UX.00NN-C26.01.0000.000;GACC CX 031.2F/27-AN1_.E_PC;2807;A;2;1;2107;Axial;4,788;3,804;17,12;3291;1350;9;VT03189;0,173;0,7;C;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,5;9,52;9,52;n/a;Inclusive;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Powder coated;7;48;6;yes;piece;1
GACC CX 031.1/21N/CHC4A.TANN;GACC CX;031.1/21N/CHC4A.TANN;n/a;finoox;247-1BD8.1TZ.3US.00NN-C26.01.0000.100;GACC CX 031.1C/24-AN1_.E_PC;3228;A;2;1;2107;Axial;4,056;3,22;14,48;3303;1350;9;VT03189;0,173;0,7;D;43,54;65,02;1,5;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;22;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;172;;;;;;;;no;no;C;E;Powder coated;4;24;3;yes;piece;1
GACC CX 031.1/11N/DHC4E.UNNN;GACC CX;031.1/11N/DHC4E.UNNN;n/a;finoox;247-1BAP.1TZ.3UU.00NN-C26.00.0800.000;GACC CX 031.1D/14-EN1_.E_PC;2053;E;1;1;2107;Axial;2,361;1,902;9,65;1547;1350;8;VT03189;0,086;0,7;C;40,72;62,01;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,5;9,52;9,52;n/a;Inclusive;143;151;No;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Powder coated;4;32;4;yes;piece;1
GACC CX 031.1/11N/FHC4A.TNNN;GACC CX;031.1/11N/FHC4A.TNNN;n/a;finoox;247-1BBC.1TZ.3UX.00NN-C26.01.0000.000;GACC CX 031.1F/14-AN1_.E_PC;2137;A;1;1;2107;Axial;2,876;2,314;14,48;1385;1350;7;VT03189;0,086;0,7;C;40,72;62,01;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;17,1;9,52;9,52;n/a;Inclusive;Inclusive;151;No;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/21N/FHC4E.UANN;GACC CX;031.2/21N/FHC4E.UANN;n/a;finoox;247-2LX7.1TZ.3UX.00NN-C26.00.0800.100;GACC CX 031.2F/24-EN1_.E_PC;3750;E;2;1;2107;Axial;5,231;4,135;28,95;2770;1350;8;VT03189;0,173;0,7;C;43,54;65,02;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;30,8;9,52;9,52;n/a;Inclusive;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/21N/FHC4A.UNNN;GACC CX;031.2/21N/FHC4A.UNNN;n/a;finoox;247-2LX5.1TZ.3UX.00NN-C26.00.0000.000;GACC CX 031.2F/24-AN1_.E_PC;3187;A;2;1;2107;Axial;5,231;4,135;28,95;2770;1350;8;VT03189;0,173;0,7;C;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,7;9,52;9,52;n/a;Inclusive;204;302;No;No;No;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/31N/DHC4A.TANN;GACC CX;031.2/31N/DHC4A.TANN;n/a;finoox;247-2LYZ.1TZ.3UV.S5SR-C26.01.0000.100;GACC CX 031.2D/34-AN1_.E_PC;4955;A;3;1;2107;Axial;7,273;5,803;28,95;4642;1350;9;VT03189;0,259;0,7;C;45,11;66,78;3;;230V-1~-2.45kW;BG351035-00008;gacc3;1672;430;455;1380;332;34,5;16;22,23;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;190;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GACC CX 040.2/2XN/DJA4A.UANN;GACC CX;040.2/2XN/DJA4A.UANN;n/a;finoox;247-2LXU.1H1.3V7.S5PT-C26.00.0000.100;GACC CX 040.2D/24-ANX_.E;3853;A;2;1;1735;Axial;10,801;8,578;35,67;6873;1450;14;VT0605;0,55;1,1;D;54,23;76,05;3,7;;400V-3~N-3.7kW;BG351035-00010;gacc2;1686;560;565;1360;406;45,6;16;22,23;n/a;n/a;201;Inclusive;Yes;No;No;400;AC motor;60;X;;;239;;;;;;;;no;no;D;E;Aluminum;4;20;4;yes;piece;1
GACC CX 040.2/2XN/DJA4A.UNNN;GACC CX;040.2/2XN/DJA4A.UNNN;n/a;finoox;247-2LXU.1H1.3V7.S5PT-C26.00.0000.000;GACC CX 040.2D/24-ANX_.E;3509;A;2;1;1735;Axial;10,801;8,578;35,67;6873;1450;14;VT0605;0,55;1,1;D;54,23;76,05;3,7;;400V-3~N-3.7kW;BG351035-00010;gacc2;1686;560;565;1360;406;45,6;16;22,23;n/a;n/a;201;344;No;No;No;400;AC motor;60;X;;;239;;;;;;;;no;no;D;E;Aluminum;4;20;4;yes;piece;1
GACC CX 040.2/2XN/DJA4E.TNNN;GACC CX;040.2/2XN/DJA4E.TNNN;n/a;finoox;247-2LXV.1H1.3V7.S5PT-C26.01.0800.000;GACC CX 040.2D/24-ENX_.E;4032;E;2;1;1735;Axial;10,801;8,578;35,67;6873;1450;14;VT0605;0,55;1,1;D;54,23;76,05;3,7;400V-3~N-3.7kW;;;gacc2;1686;560;565;1360;406;48,7;16;22,23;n/a;n/a;Inclusive;344;No;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00010.1;2;100;1580;1;200;1560;no;no;D;E;Aluminum;4;20;4;yes;piece;1
GACC CX 040.2/2XN/HJA4A.UANN;GACC CX;040.2/2XN/HJA4A.UANN;n/a;finoox;247-2LYE.1H1.3VJ.S5Q0-C26.00.0000.100;GACC CX 040.2H/24-ANX_.E;4678;A;2;1;1735;Axial;15,135;12,254;71,34;5855;1450;12;VT0605;0,567;1,1;C;54,23;76,05;7,3;;400V-3~N-6.2kW;BG351035-00012;gacc2;1686;560;565;1360;406;62,5;16;22,23;n/a;n/a;201;Inclusive;Yes;No;No;400;AC motor;60;X;;;321;;;;;;;;no;no;H;E;Aluminum;4;20;8;yes;piece;1
