TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC CX 020.1/11N/FDA4A.TNNN;GASC CX;020.1/11N/FDA4A.TNNN;n/a;finoox;251-1AZC.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/14-AN1_.E;943;A;1;1;1102;Axial;1,147;0,97;6,29;476;2000;5;VT03033U;0,035;0,26;C;44,99;66,12;0,7;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;9,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 020.1/11M/FDA4A.TNNN;GASC CX;020.1/11M/FDA4A.TNNN;n/a;finoox;251-1AZC.0YF.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/14-AL1_.E;943;A;1;1;1103;Axial;0,974;0,83;6,29;377;1500;4;VT03033U;0,02;0,16;B;41,03;62,17;0,7;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;9,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 031.1/11M/DFA7E.TNNN;GASC CX;031.1/11M/DFA7E.TNNN;n/a;finoox;251-1B0P.24H.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/17-EL1_.E;1579;E;1;1;2465;Axial;1,817;1,493;6,33;1319;1000;9;VT03190;0,036;0,3;A;33,88;55,22;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,7;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.2/31M/DFA4E.TNNN;GASC CX;031.2/31M/DFA4E.TNNN;n/a;finoox;251-2LUP.24H.3UC.SGPU-C26.01.0800.000;GASC CX 031.2C/34-EL1_.E;3770;E;3;1;2465;Axial;7,173;5,756;32,1;3499;1000;14;VT03190;0,109;0,3;A;38,26;60,14;3,3;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;41,6;16;22,23;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC CX 031.2/3WN/DFC4A.TNNN;GASC CX;031.2/3WN/DFC4A.TNNN;n/a;finoox;251-2LUV.246.3UC.SGPU-C26.01.0000.000;GASC CX 031.2C/34-ANW_.E_PC;3612;A;3;1;2454;Axial;7,627;6,095;32,1;4697;1300;18;VT03159U;0,304;0,42;D;46,67;68,55;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;39,9;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;302;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC CX 031.2/3XN/FFA4A.TNNN;GASC CX;031.2/3XN/FFA4A.TNNN;n/a;finoox;251-2LV7.245.3UL.S5PT-C26.01.0000.000;GASC CX 031.2D/34-ANX_.E;3344;A;3;1;2453;Axial;10,257;8,218;48,15;4526;1390;18;VT03159U;0,409;0,55;D;47,4;69,28;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;47,4;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;338;;;;;;;;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 031.1/11N/DFC4E.TNNN;GASC CX;031.1/11N/DFC4E.TNNN;n/a;finoox;251-1B11.24G.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-EN1_.E_PC;1843;E;1;1;2464;Axial;2,48;1,995;10,7;1561;1350;11;VT03190;0,086;0,7;C;42,45;63,79;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,8;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 031.1/41M/FFA7A.TNNN;GASC CX;031.1/41M/FFA7A.TNNN;n/a;finoox;251-1B5L.24H.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/47-AL1_.E;4798;A;4;1;2465;Axial;9,628;7,798;37,96;4971;1000;17;VT03190;0,145;0,3;A+;39,14;61,27;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;59,3;16;22,23;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC CX 020.1/21M/DDC4E.TNNN;GASC CX;020.1/21M/DDC4E.TNNN;n/a;finoox;251-1CK9.0YF.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/24-EL1_.E_PC;1558;E;2;1;1103;Axial;1,479;1,224;8,39;807;1500;6;VT03033U;0,04;0,16;C;43,52;64,82;0,9;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;16,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 020.1/11M/FDC7E.TNNN;GASC CX;020.1/11M/FDC7E.TNNN;n/a;finoox;251-1AZV.0YF.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/17-EL1_.E_PC;1281;E;1;1;1103;Axial;0,761;0,653;3,72;422;1500;5;VT03033U;0,02;0,16;B;40,43;61,56;0,7;230V 1~ - 0.59kW;;;GASC1;684;580;234;400;552;10,8;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA05750350230;H02LA06100240230;;AY7.001473.1;1;100;575;1;75;610;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC CX 031.2/2WN/DFE4E.TNNN;GASC CX;031.2/2WN/DFE4E.TNNN;n/a;finoox;251-2LTR.246.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-ENW_.E_Epoxy;2567;E;2;1;2454;Axial;5,424;4,302;21,4;3131;1300;15;VT03159U;0,203;0,42;C;45,17;66,79;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;30,1;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 031.2/2WN/DFA4E.TNNN;GASC CX;031.2/2WN/DFA4E.TNNN;n/a;finoox;251-2LTM.246.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-ENW_.E;2326;E;2;1;2454;Axial;5,52;4,381;21,4;3131;1300;15;VT03159U;0,203;0,42;C;45,17;66,79;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;30,1;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;4;24;4;yes;piece;1
GASC CX 031.1/1WM/DDC7E.TNNN;GASC CX;031.1/1WM/DDC7E.TNNN;n/a;finoox;251-1B0K.247.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/17-ELW_.E_PC;1511;E;1;1;2455;Axial;1,1;0,927;4,22;866;900;7;VT03159U;0,09;0,38;E;38,79;60,05;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/11N/DDE4E.TNNN;GASC CX;031.1/11N/DDE4E.TNNN;n/a;finoox;251-1B07.24G.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/14-EN1_.E_Epoxy;1554;E;1;1;2464;Axial;1,865;1,531;7,13;1148;1350;10;VT03190;0,087;0,7;D;46,92;68,18;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,2;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC CX 031.1/11M/DDC4A.TNNN;GASC CX;031.1/11M/DDC4A.TNNN;n/a;finoox;251-1B0A.24H.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-AL1_.E_PC;1496;A;1;1;2465;Axial;1,428;1,184;7,13;848;1000;7;VT03190;0,037;0,3;B;35,01;56,26;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 030.1/21N/FFC4E.TNNN;GASC CX;030.1/21N/FFC4E.TNNN;n/a;finoox;251-1HZS.345.3UL.SGPU-C26.01.0800.000;GASC CX 030.1D/24-EN1_.E_PC;3491;E;2;1;3609;Axial;6,424;5,183;32,1;3128;1760;15;VT06103;0,211;0,76;C;46,43;68,05;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.1/4WN/FFC7E.TNNN;GASC CX;031.1/4WN/FFC7E.TNNN;n/a;finoox;251-1B67.246.3UK.S5PY-C26.01.0800.000;GASC CX 031.1D/47-ENW_.E_PC;5383;E;4;1;2454;Axial;10,598;8,552;37,96;6555;1300;22;VT03159U;0,404;0,42;C;47,61;69,74;6,4;400V 3~N - 5.7kW;;;GASC4;3004;580;337;1360;552;67,8;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB29002300230;H02LA29601100230;;AY7.001481.1;2;100;2900;1;75;2960;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC CX 020.1/31M/DDE7E.TNNN;GASC CX;020.1/31M/DDE7E.TNNN;n/a;finoox;251-1CMK.0YF.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/37-EL1_.E_Epoxy;2057;E;3;1;1103;Axial;1,912;1,566;7,44;1319;1500;8;VT03033U;0,062;0,16;B;44,63;66,1;1,3;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;22,4;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.2/3WN/DFE7A.TNNN;GASC CX;031.2/3WN/DFE7A.TNNN;n/a;finoox;251-2LUZ.246.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/37-ANW_.E_Epoxy;3419;A;3;1;2454;Axial;5,837;4,593;18,98;5183;1300;20;VT03159U;0,3;0,42;D;46,64;68,52;3,2;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;39;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 020.1/11N/FDE4A.TNNN;GASC CX;020.1/11N/FDE4A.TNNN;n/a;finoox;251-1AZG.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/14-AN1_.E_Epoxy;1087;A;1;1;1102;Axial;1,129;0,946;6,29;476;2000;5;VT03033U;0,035;0,26;C;44,99;66,12;0,7;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;9,5;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;24;6;yes;piece;1
GASC CX 031.2/31M/FFE4A.TNNN;GASC CX;031.2/31M/FFE4A.TNNN;n/a;finoox;251-2LVB.24H.3UL.S5PT-C26.01.0000.000;GASC CX 031.2D/34-AL1_.E_Epoxy;4015;A;3;1;2465;Axial;8,063;6,526;48,15;3167;1000;12;VT03190;0,109;0,3;A;38,55;60,43;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;45,6;16;22,23;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GASC CX 031.1/1XN/DFC7E.TNNN;GASC CX;031.1/1XN/DFC7E.TNNN;n/a;finoox;251-1B19.245.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/17-ENX_.E_PC;1713;E;1;1;2453;Axial;2,031;1,652;6,33;1833;1390;12;VT03159U;0,135;0,55;D;43,8;65,14;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.1/1XM/DDE4A.TNNN;GASC CX;031.1/1XM/DDE4A.TNNN;n/a;finoox;251-1B06.248.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-ALX_.E_Epoxy;1291;A;1;1;2456;Axial;1,255;1,054;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,9;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC CX 030.2/21M/DFA7E.TNNN;GASC CX;030.2/21M/DFA7E.TNNN;n/a;finoox;251-2LTG.0YG.3UN.00NN-C26.01.0800.000;GASC CX 030.2C/27-EL1_.E;2555;E;2;1;1104;Axial;3,381;2,723;12,65;2201;1250;11;VT03034U;0,055;0,27;A+;46,18;67,8;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;25,9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.2/21M/DFE4E.TNNN;GASC CX;031.2/21M/DFE4E.TNNN;n/a;finoox;251-2LTR.24H.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-EL1_.E_Epoxy;2797;E;2;1;2465;Axial;4,644;3,71;21,4;2333;1000;11;VT03190;0,073;0,3;A;36,76;58,38;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;28,9;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 030.2/31N/FFC4A.TNNN;GASC CX;030.2/31N/FFC4A.TNNN;n/a;finoox;251-2LVE.345.3UL.S5PT-C26.01.0000.000;GASC CX 030.2D/34-AN1_.E_PC;4381;A;3;1;3609;Axial;9,312;7,454;48,15;4692;1760;18;VT06103;0,316;0,76;C;47,93;69,81;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;46,8;16;22,23;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 031.1/2XN/FFA4A.TNNN;GASC CX;031.1/2XN/FFA4A.TNNN;n/a;finoox;251-1B38.245.3UL.SGPU-C26.01.0000.000;GASC CX 031.1D/24-ANX_.E;2475;A;2;1;2453;Axial;7,047;5,686;32,1;3017;1390;14;VT03159U;0,273;0,55;D;45,9;67,52;3,3;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;33,1;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;235;;;;;;;;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 031.1/2WM/DDC7A.TNNN;GASC CX;031.1/2WM/DDC7A.TNNN;n/a;finoox;251-1B2A.247.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/27-ALW_.E_PC;2406;A;2;1;2455;Axial;2,279;1,846;8,44;1732;900;10;VT03159U;0,18;0,38;E;41,53;63,06;1,4;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;234;1360;552;24,1;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.2/31N/FFA4A.TNNN;GASC CX;031.2/31N/FFA4A.TNNN;n/a;finoox;251-2LV7.24G.3UL.S5PT-C26.01.0000.000;GASC CX 031.2D/34-AN1_.E;3689;A;3;1;2464;Axial;9,901;7,949;48,15;4259;1350;17;VT03190;0,259;0,7;B;47,9;69,78;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;45,6;16;22,23;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 030.1/11N/DFC7A.TNNN;GASC CX;030.1/11N/DFC7A.TNNN;n/a;finoox;251-1HWD.345.3UN.00NN-C26.01.0000.000;GASC CX 030.1C/17-AN1_.E_PC;1751;A;1;1;3609;Axial;1,998;1,626;6,33;1773;1760;12;VT06103;0,096;0,76;C;43,7;65,04;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 030.1/41N/FFC7A.TNNN;GASC CX;030.1/41N/FFC7A.TNNN;n/a;finoox;251-1J3T.345.3UK.S5PY-C26.01.0000.000;GASC CX 030.1D/47-AN1_.E_PC;5588;A;4;1;3609;Axial;10,836;8,739;37,96;6834;1760;23;VT06103;0,393;0,76;C;48,93;71,06;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;60,9;16;22,23;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC CX 031.2/2XN/DFA7A.TNNN;GASC CX;031.2/2XN/DFA7A.TNNN;n/a;finoox;251-2LTF.245.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/27-ANX_.E;2101;A;2;1;2453;Axial;4,429;3,544;12,65;3666;1390;18;VT03159U;0,27;0,55;D;46,53;68,15;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;27,3;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.1/1WM/DDA4E.TNNN;GASC CX;031.1/1WM/DDA4E.TNNN;n/a;finoox;251-1B03.247.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/14-ELW_.E;1287;E;1;1;2455;Axial;1,477;1,231;7,13;741;900;6;VT03159U;0,091;0,38;E;39,1;60,35;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,8;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 030.2/31N/DFC4E.TNNN;GASC CX;030.2/31N/DFC4E.TNNN;n/a;finoox;251-2LUW.345.3UC.SGPU-C26.01.0800.000;GASC CX 030.2C/34-EN1_.E_PC;4466;E;3;1;3609;Axial;7,863;6,28;32,1;4973;1760;19;VT06103;0,301;0,76;D;47,93;69,81;3,3;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;42,8;16;22,23;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Powder coated;4;12;4;yes;piece;1
