TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC RX 020.1/2WN/FFA7E.TNNN;GACC RX;020.1/2WN/FFA7E.TNNN;n/a;finoox;247-1HCE.0C8.3UK.SCWH-R23.01.0800.000;E-GACC-RX-020.1-F/2-7.0-ANW-CC-E32C-416;1854;E;2;1;416;Axial;2,402;1,745;2,468;2,041;2,703;2,1;2,528;2,089;2,445;1,981;2,342;1,758;9,77;1409;2400;6;VT0337U;0,14;0,32;D;45,23;66,52;2;230V-1~-1.7kW;;;gacc2;992;393;353;700;299;23;16;18;n/a;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB08800540230;H04CB08600600230;;AY7.004792.1;2;100;880;1;200;860;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GACC RX 020.1/3WN/DFA7E.TNNN;GACC RX;020.1/3WN/DFA7E.TNNN;n/a;finoox;247-1HHQ.0C8.3UD.SCWJ-R23.01.0800.000;E-GACC-RX-020.1-D/3-7.0-ANW-CC-E32C-416;2182;E;3;1;416;Axial;2,753;2,06;2,789;2,371;3,039;2,463;2,856;2,448;2,793;2,318;2,716;2,114;9,77;2173;2400;6;VT0337U;0,209;0,32;D;46,85;68,28;2;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;27;16;18;n/a;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GACC RX 020.1/1WN/CFE4A.UNNN;GACC RX;020.1/1WN/CFE4A.UNNN;n/a;finoox;247-1HDT.0C8.3YN.00NN-R23.00.0000.000;GACC-RX-020.1-C/1-4.0-ENW-CC-E32C-416;1131;A;1;1;416;Axial;0,896;0,625;0,9;0,733;1,034;0,807;0,946;0,783;0,893;0,724;0,854;0,635;4,13;702;2400;5;VT0337U;0,07;0,32;E;42,38;63,51;0,5;;230V-1~-0.7kW;AY7.004785;gacc1;642;393;353;350;299;9,5;9,52;9,52;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;50;W;;;109;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;18;3;yes;piece;1
GACC RX 020.1/1WN/CFE4E.UNNN;GACC RX;020.1/1WN/CFE4E.UNNN;n/a;finoox;247-1HDU.0C8.3YN.00NN-R23.00.0800.000;E-GACC-RX-020.1-C/1-4.0-ENW-CC-E32C-416;1247;E;1;1;416;Axial;0,896;0,625;0,9;0,733;1,034;0,807;0,946;0,783;0,893;0,724;0,854;0,635;4,13;702;2400;5;VT0337U;0,07;0,32;E;42,38;63,51;0,5;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,4;9,52;9,52;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;C;E;Epoxy coated aluminum;4;18;3;yes;piece;1
GACC RX 020.1/1WN/DFE4E.UNNN;GACC RX;020.1/1WN/DFE4E.UNNN;n/a;finoox;247-1HEW.0C8.3UN.00NN-R23.00.0800.000;E-GACC-RX-020.1-D/1-4.0-ENW-CC-E32C-416;1311;E;1;1;416;Axial;1,034;0,696;1,096;0,858;1,217;0,914;1,147;0,898;1,084;0,836;0,995;0,698;5,51;686;2400;5;VT0337U;0,07;0,32;E;42,38;63,51;0,7;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,9;9,52;9,52;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GACC RX 020.1/1WN/FFE4A.TNNN;GACC RX;020.1/1WN/FFE4A.TNNN;n/a;finoox;247-1HFX.0C8.3UL.SCWC-R23.01.0000.000;GACC-RX-020.1-F/1-4.0-ENW-CC-E32C-416;1422;A;1;1;416;Axial;1,384;1,017;1,395;1,179;1,575;1,23;1,452;1,222;1,373;1,141;1,366;1,029;8,26;657;2400;5;VT0337U;0,07;0,32;D;42,38;63,51;1,1;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;11,1;16;16;Inclusive;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;130;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GACC RX 020.1/3WN/CFE4A.UNNN;GACC RX;020.1/3WN/CFE4A.UNNN;n/a;finoox;247-1HGZ.0C8.3YQ.SCWD-R23.00.0000.000;GACC-RX-020.1-C/3-4.0-ENW-CC-E32C-416;2096;A;3;1;416;Axial;2,713;1,929;2,716;2,229;3,118;2,465;2,869;2,387;2,698;2,208;2,595;1,971;12,39;2107;2400;6;VT0337U;0,21;0,32;E;46,85;68,28;1,5;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;21;16;18;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;50;W;;;143;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;6;3;yes;piece;1
GACC RX 020.1/3WN/CFE4E.TNNN;GACC RX;020.1/3WN/CFE4E.TNNN;n/a;finoox;247-1HH0.0C8.3YQ.SCWD-R23.01.0800.000;E-GACC-RX-020.1-C/3-4.0-ENW-CC-E32C-416;2252;E;3;1;416;Axial;2,713;1,929;2,716;2,229;3,118;2,465;2,869;2,387;2,698;2,208;2,595;1,971;12,39;2107;2400;6;VT0337U;0,21;0,32;E;46,85;68,28;1,5;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;25,6;16;18;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;C;E;Epoxy coated aluminum;4;6;3;yes;piece;1
GACC RX 020.1/2WN/DFE4A.UNNN;GACC RX;020.1/2WN/DFE4A.UNNN;n/a;finoox;247-1HBP.0C8.3UP.SCWD-R23.00.0000.000;GACC-RX-020.1-D/2-4.0-ENW-CC-E32C-416;1769;A;2;1;416;Axial;2,226;1,614;2,218;1,864;2,543;2,005;2,325;1,975;2,182;1,825;2,171;1,652;11,02;1373;2400;6;VT0337U;0,14;0,32;E;45,23;66,52;1,4;;230V-1~-1.1kW;AY7.004786;gacc2;992;393;353;700;299;16,3;16;18;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;50;W;;;124;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC RX 020.1/3WN/DFE4E.TNNN;GACC RX;020.1/3WN/DFE4E.TNNN;n/a;finoox;247-1HJ2.0C8.3UD.SCWE-R23.01.0800.000;E-GACC-RX-020.1-D/3-4.0-ENW-CC-E32C-416;2426;E;3;1;416;Axial;3,347;2,397;3,322;2,753;3,791;2,994;3,484;2,921;3,278;2,708;3,203;2,441;16,52;2059;2400;6;VT0337U;0,21;0,32;E;46,85;68,28;2;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;27;16;18;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GACC RX 020.1/2WN/FFE4E.TNNN;GACC RX;020.1/2WN/FFE4E.TNNN;n/a;finoox;247-1HCS.0C8.3UK.SCWH-R23.01.0800.000;E-GACC-RX-020.1-F/2-4.0-ENW-CC-E32C-416;2124;E;2;1;416;Axial;2,719;1,921;2,787;2,263;3,059;2,387;2,886;2,349;2,737;2,196;2,619;1,934;16,52;1314;2400;5;VT0337U;0,141;0,32;D;45,23;66,52;2;230V-1~-1.7kW;;;gacc2;992;393;353;700;299;23,1;16;18;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB08800540230;H04CB08600600230;;AY7.004792.1;2;100;880;1;200;860;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GACC RX 020.1/3WN/FFE4E.TNNN;GACC RX;020.1/3WN/FFE4E.TNNN;n/a;finoox;247-1HK4.0C8.3UA.SCWF-R23.01.0800.000;E-GACC-RX-020.1-F/3-4.0-ENW-CC-E32C-416;2680;E;3;1;416;Axial;4,202;3,109;4,189;3,563;4,744;3,728;4,372;3,701;4,128;3,457;4,125;3,164;24,78;1970;2400;5;VT0337U;0,211;0,32;D;46,85;68,28;3;230V-1~-2.7kW;;;gacc3;1342;393;353;1050;299;31;16;22;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004793.1;2;100;1240;1;200;1210;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GACC RX 020.1/3WN/FFE4E.UNNN;GACC RX;020.1/3WN/FFE4E.UNNN;n/a;finoox;247-1HK4.0C8.3UA.SCWF-R23.00.0800.000;E-GACC-RX-020.1-F/3-4.0-ENW-CC-E32C-416;2680;E;3;1;416;Axial;4,202;3,109;4,189;3,563;4,744;3,728;4,372;3,701;4,128;3,457;4,125;3,164;24,78;1970;2400;5;VT0337U;0,211;0,32;D;46,85;68,28;3;230V-1~-2.7kW;;;gacc3;1342;393;353;1050;299;31;16;22;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004793.1;2;100;1240;1;200;1210;no;no;F;E;Epoxy coated aluminum;4;6;6;yes;piece;1
GACC RX 020.1/1WN/CFE7E.UNNN;GACC RX;020.1/1WN/CFE7E.UNNN;n/a;finoox;247-1HE6.0C8.3YN.00NN-R23.00.0800.000;E-GACC-RX-020.1-C/1-7.0-ENW-CC-E32C-416;1247;E;1;1;416;Axial;0,714;0,523;0,725;0,612;0,817;0,64;0,767;0,636;0,729;0,599;0,702;0,537;2,44;736;2400;5;VT0337U;0,069;0,32;E;42,38;63,51;0,5;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,4;9,52;9,52;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;C;E;Epoxy coated aluminum;7;18;3;yes;piece;1
GACC RX 020.1/1WN/CFE7A.UNNN;GACC RX;020.1/1WN/CFE7A.UNNN;n/a;finoox;247-1HE5.0C8.3YN.00NN-R23.00.0000.000;GACC-RX-020.1-C/1-7.0-ENW-CC-E32C-416;1131;A;1;1;416;Axial;0,714;0,523;0,725;0,612;0,817;0,64;0,767;0,636;0,729;0,599;0,702;0,537;2,44;736;2400;5;VT0337U;0,069;0,32;E;42,38;63,51;0,5;;230V-1~-0.7kW;AY7.004785;gacc1;642;393;353;350;299;9,4;9,52;9,52;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;50;W;;;109;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;18;3;yes;piece;1
GACC RX 020.1/1WN/DFE7E.UNNN;GACC RX;020.1/1WN/DFE7E.UNNN;n/a;finoox;247-1HF8.0C8.3UN.00NN-R23.00.0800.000;E-GACC-RX-020.1-D/1-7.0-ENW-CC-E32C-416;1311;E;1;1;416;Axial;0,876;0,614;0,912;0,738;1,003;0,764;0,951;0,759;0,906;0,717;0,849;0,62;3,26;724;2400;5;VT0337U;0,07;0,32;D;42,38;63,51;0,7;230V-1~-0.7kW;;;gacc1;642;393;353;350;299;13,9;9,52;9,52;Inclusive;n/a;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB05400330230;H04CB05100350230;;AY7.004785.1;1;100;540;1;200;510;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GACC RX 020.1/1WN/FFE7A.TNNN;GACC RX;020.1/1WN/FFE7A.TNNN;n/a;finoox;247-1HG9.0C8.3UL.SCWG-R23.01.0000.000;GACC-RX-020.1-F/1-7.0-ENW-CC-E32C-416;1422;A;1;1;416;Axial;1,174;0,886;1,215;1,032;1,332;1,06;1,266;1,053;1,205;1,007;1,173;0,912;4,89;704;2400;5;VT0337U;0,07;0,32;D;42,38;63,51;1,1;;230V-1~-1.0kW;AY7.004791;gacc1;642;393;353;350;299;11,1;16;16;Inclusive;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;130;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;18;6;yes;piece;1
GACC RX 020.1/3WN/CFE7A.UNNN;GACC RX;020.1/3WN/CFE7A.UNNN;n/a;finoox;247-1HHB.0C8.3YQ.SCWH-R23.00.0000.000;GACC-RX-020.1-C/3-7.0-ENW-CC-E32C-416;2096;A;3;1;416;Axial;2,163;1,605;2,184;1,853;2,394;1,939;2,31;1,925;2,197;1,817;2,121;1,649;7,33;2207;2400;6;VT0337U;0,208;0,32;E;46,85;68,28;1,5;;230V-1~-1.7kW;AY7.004787;gacc3;1342;393;353;1050;299;20,9;16;18;Inclusive;n/a;0;n/a;No;No;No;200;AC motor;50;W;;;143;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;6;3;yes;piece;1
GACC RX 020.1/3WN/CFE7E.TNNN;GACC RX;020.1/3WN/CFE7E.TNNN;n/a;finoox;247-1HHC.0C8.3YQ.SCWH-R23.01.0800.000;E-GACC-RX-020.1-C/3-7.0-ENW-CC-E32C-416;2252;E;3;1;416;Axial;2,163;1,605;2,184;1,853;2,394;1,939;2,31;1,925;2,197;1,817;2,121;1,649;7,33;2207;2400;6;VT0337U;0,208;0,32;E;46,85;68,28;1,5;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;25,5;16;18;Inclusive;n/a;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;C;E;Epoxy coated aluminum;7;6;3;yes;piece;1
GACC RX 020.1/2WN/FFE7A.TNNN;GACC RX;020.1/2WN/FFE7A.TNNN;n/a;finoox;247-1HD3.0C8.3UK.SCWH-R23.01.0000.000;GACC-RX-020.1-F/2-7.0-ENW-CC-E32C-416;1961;A;2;1;416;Axial;2,366;1,718;2,427;2,012;2,666;2,074;2,49;2,063;2,406;1,955;2,308;1,744;9,77;1409;2400;6;VT0337U;0,14;0,32;D;45,23;66,52;2;;230V-1~-1.7kW;AY7.004792;gacc2;992;393;353;700;299;18,1;16;18;Inclusive;n/a;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;149;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC RX 020.1/2WN/FFC7A.TNNN;GACC RX;020.1/2WN/FFC7A.TNNN;n/a;finoox;247-1HD9.0C8.3UK.SCWH-R23.01.0000.000;GACC-RX-020.1-F/2-7.0-PNW-CC-E32C-416;2134;A;2;1;416;Axial;2,234;1,623;2,295;1,898;2,514;1,953;2,351;1,943;2,274;1,842;2,178;1,634;9,77;1409;2400;6;VT0337U;0,14;0,32;D;45,23;66,52;2;;230V-1~-1.7kW;AY7.004792;gacc2;992;393;353;700;299;18,1;16;18;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;149;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GACC RX 020.1/3WN/FFC7A.TNNN;GACC RX;020.1/3WN/FFC7A.TNNN;n/a;finoox;247-1HKM.0C8.3YM.SCWJ-R23.01.0000.000;GACC-RX-020.1-F/3-7.0-PNW-CC-E32C-416;2760;A;3;1;416;Axial;3,238;2,337;3,342;2,752;3,654;2,833;3,47;2,816;3,322;2,67;3,149;2,354;14,66;2113;2400;6;VT0337U;0,21;0,32;D;46,85;68,28;2,9;;230V-1~-2.7kW;AY7.004793;gacc3;1342;393;353;1050;299;25,1;16;18;n/a;Inclusive;Inclusive;n/a;No;No;Yes;200;AC motor;50;W;;;177;;;;;;;;no;no;F;E;Powder coated;7;8;6;yes;piece;1
GACC RX 020.1/3WN/FFC7E.UNNN;GACC RX;020.1/3WN/FFC7E.UNNN;n/a;finoox;247-1HKN.0C8.3YM.SCWJ-R23.00.0800.000;E-GACC-RX-020.1-F/3-7.0-PNW-CC-E32C-416;2954;E;3;1;416;Axial;3,238;2,337;3,342;2,752;3,654;2,833;3,47;2,816;3,322;2,67;3,149;2,354;14,66;2113;2400;6;VT0337U;0,21;0,32;D;46,85;68,28;2,9;230V-1~-2.7kW;;;gacc3;1342;393;353;1050;299;30,4;16;18;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004793.1;2;100;1240;1;200;1210;no;no;F;E;Powder coated;7;8;6;yes;piece;1
GACC RX 020.1/1WN/FFC4E.TNNN;GACC RX;020.1/1WN/FFC4E.TNNN;n/a;finoox;247-1HG4.0C8.3UL.SCWC-R23.01.0800.000;E-GACC-RX-020.1-F/1-4.0-PNW-CC-E32C-416;1655;E;1;1;416;Axial;1,249;0,919;1,259;1,066;1,425;1,114;1,315;1,107;1,243;1,032;1,237;0,928;8,26;657;2400;5;VT0337U;0,07;0,32;D;42,38;63,51;1,1;230V-1~-1.0kW;;;gacc1;642;393;353;350;299;15,5;16;16;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB05400330230;H04CB05100350230;;AY7.004791.1;2;100;540;1;200;510;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GACC RX 020.1/3WN/DFC4E.UNNN;GACC RX;020.1/3WN/DFC4E.UNNN;n/a;finoox;247-1HJ8.0C8.3UD.SCWE-R23.00.0800.000;E-GACC-RX-020.1-D/3-4.0-PNW-CC-E32C-416;2821;E;3;1;416;Axial;3,045;2,176;3,02;2,5;3,443;2,725;3,158;2,656;2,984;2,462;2,906;2,214;16,52;2059;2400;6;VT0337U;0,21;0,32;E;46,85;68,28;2;230V-1~-1.7kW;;;gacc3;1342;393;353;1050;299;27;16;18;n/a;Inclusive;0;n/a;No;Yes;No;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004787.1;1;100;1240;1;200;1210;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GACC RX 020.1/3WN/FFC4E.TNNN;GACC RX;020.1/3WN/FFC4E.TNNN;n/a;finoox;247-1HKA.0C8.3UA.SCWF-R23.01.0800.000;E-GACC-RX-020.1-F/3-4.0-PNW-CC-E32C-416;2954;E;3;1;416;Axial;3,803;2,811;3,82;3,223;4,293;3,379;3,956;3,346;3,739;3,119;3,725;2,862;24,78;1970;2400;5;VT0337U;0,211;0,32;D;46,85;68,28;3;230V-1~-2.7kW;;;gacc3;1342;393;353;1050;299;31;16;22;n/a;Inclusive;Inclusive;n/a;No;Yes;Yes;200;AC motor;50;W;H04BB12401000230;H04CB12100700230;;AY7.004793.1;2;100;1240;1;200;1210;no;no;F;E;Powder coated;4;6;6;yes;piece;1
GACC RX 050.2/4SN/JNE7A.TANN;GACC RX;050.2/4SN/JNE7A.TANN;n/a;finoox;247-1FX3.0CD.3VV.S9P9-R23.01.0000.100;GACC RX 050.2J/47-ANS_.E_Epoxy;12716;A;4;1;421;Axial;45,096;28,719;52,271;37,657;52,07;36,245;50,873;36,709;48,914;34,775;44,24;28,221;201,54;25920;1390;23;VT01162;2,533;1,8;C;59,6;82,53;64,9;;2x400V-3~N-24.6kW;BG351035-00024;gacc4a;4387;623;755;1000;486;249,4;28;54;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;955;;;;;;;;no;no;J;F;Epoxy coated aluminum;7;6;10;yes;piece;1
GACC RX 050.2/4SN/JNE7A.UNNN;GACC RX;050.2/4SN/JNE7A.UNNN;n/a;finoox;247-1FX3.0CD.3VV.S9P9-R23.00.0000.000;GACC RX 050.2J/47-ANS_.E_Epoxy;11409;A;4;1;421;Axial;45,096;28,719;52,271;37,657;52,07;36,245;50,873;36,709;48,914;34,775;44,24;28,221;201,54;25920;1390;23;VT01162;2,533;1,8;C;59,6;82,53;64,9;;2x400V-3~N-24.6kW;BG351035-00024;gacc4a;4387;623;755;1000;486;249,4;28;54;Inclusive;n/a;499;808;No;No;No;500;AC motor;50;S;;;955;;;;;;;;no;no;J;F;Epoxy coated aluminum;7;6;10;yes;piece;1
GACC RX 050.2/3SN/HNE7A.TNNN;GACC RX;050.2/3SN/HNE7A.TNNN;n/a;finoox;247-1B8M.0CD.3W1.S5P1-R23.01.0000.000;GACC RX 050.2H/37-ANS_.E_Epoxy;8794;A;3;1;421;Axial;34,742;26,033;35,523;28,697;36,264;28,052;34,325;27,534;33,117;26,311;34,034;26,086;120,93;19975;1390;23;VT01162;1,868;1,8;D;58,67;81,28;40;;400V-3~N-15.2kW;BG351035-00021;gacc3a;3377;623;755;1000;486;169,4;28;54;Inclusive;n/a;Inclusive;606;No;No;Yes;500;AC motor;50;S;;;615;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;4;8;yes;piece;1
GACC RX 050.2/2SN/HNE7E.UANN;GACC RX;050.2/2SN/HNE7E.UANN;n/a;finoox;247-1B79.0CD.3VR.SJ7B-R23.00.0800.100;GACC RX 050.2H/27-ENS_.E_Epoxy;6667;E;2;1;421;Axial;22,142;15,644;23,769;18,496;23,775;17,857;22,917;17,786;22,227;17,049;21,844;15,489;80,62;13317;1390;22;VT01162;1,246;1,8;D;57,26;79,52;27;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;127,7;22;42;Inclusive;n/a;231;Inclusive;Yes;Yes;No;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC RX 050.2/2SN/FNE7A.UNNN;GACC RX;050.2/2SN/FNE7A.UNNN;n/a;finoox;247-1B6H.0CD.3VN.SJ7G-R23.00.0000.000;GACC RX 050.2F/27-ANS_.E_Epoxy;4894;A;2;1;421;Axial;18,719;13,673;19,269;15,413;19,646;15,119;18,606;14,786;17,946;14,119;18,343;13,819;60,46;13679;1390;22;VT01162;1,222;1,8;D;57,26;79,52;20,7;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;104;22;42;Inclusive;n/a;231;404;No;No;No;500;AC motor;50;S;;;488;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;6;6;yes;piece;1
GACC RX 050.2/2SN/FNE7E.TANN;GACC RX;050.2/2SN/FNE7E.TANN;n/a;finoox;247-1B6K.0CD.3VN.SJ7G-R23.01.0800.100;GACC RX 050.2F/27-ENS_.E_Epoxy;6159;E;2;1;421;Axial;18,719;13,673;19,269;15,413;19,646;15,119;18,606;14,786;17,946;14,119;18,343;13,819;60,46;13679;1390;22;VT01162;1,222;1,8;D;57,26;79,52;20,7;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;113,2;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;F;F;Epoxy coated aluminum;7;6;6;yes;piece;1
GACC RX 050.2/2SN/FNE7E.UNNN;GACC RX;050.2/2SN/FNE7E.UNNN;n/a;finoox;247-1B6K.0CD.3VN.SJ7G-R23.00.0800.000;GACC RX 050.2F/27-ENS_.E_Epoxy;5524;E;2;1;421;Axial;18,719;13,673;19,269;15,413;19,646;15,119;18,606;14,786;17,946;14,119;18,343;13,819;60,46;13679;1390;22;VT01162;1,222;1,8;D;57,26;79,52;20,7;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;113,2;22;42;Inclusive;n/a;231;404;No;Yes;No;500;AC motor;50;S;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;F;F;Epoxy coated aluminum;7;6;6;yes;piece;1
GACC RX 050.2/1SN/JNE7A.UANN;GACC RX;050.2/1SN/JNE7A.UANN;n/a;finoox;247-1FTL.0CD.3VX.SJ7K-R23.00.0000.100;GACC RX 050.2J/17-ANS_.E_Epoxy;3923;A;1;1;421;Axial;13,487;10,324;13,573;11,078;13,971;10,788;12,937;10,725;12,645;10,245;13,234;10,38;50,39;6480;1390;19;VT01162;0,633;1,8;C;54,64;76,51;17,8;;400V-3~N-5.7kW;BG351035-00030;gacc1;1373;623;755;1000;486;72,3;22;42;Inclusive;n/a;117;Inclusive;Yes;No;No;500;AC motor;50;S;;;365;;;;;;;;no;no;J;F;Epoxy coated aluminum;7;10;10;yes;piece;1
GACC RX 050.2/1SN/JNE7E.TANN;GACC RX;050.2/1SN/JNE7E.TANN;n/a;finoox;247-1FTN.0CD.3VX.SJ7K-R23.01.0800.100;GACC RX 050.2J/17-ENS_.E_Epoxy;4428;E;1;1;421;Axial;13,487;10,324;13,573;11,078;13,971;10,788;12,937;10,725;12,645;10,245;13,234;10,38;50,39;6480;1390;19;VT01162;0,633;1,8;C;54,64;76,51;17,8;400V-3~N-5.7kW;;;gacc1;1373;623;755;1000;486;78,2;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;500;AC motor;50;S;H04BB11900750230;H01HC12100600230;;BG351035-00030.1;6;100;1190;2;150;1210;no;no;J;F;Epoxy coated aluminum;7;10;10;yes;piece;1
