TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC CX 035.1/31L/FEC7A.TNPN;GADC CX;035.1/31L/FEC7A.TNPN;n/a;finoox;203-1AVS.2HH.1HD.RL2J-C26.01.0000.010;GADC CX 035.1-06_3-07-AE31-CL-E80AR-2907_PC;8910;A;3;1;2907;Axial;8,691;7,089;47,46;4880;930;10;VT03192U.1;0,146;0,59;A+;39,04;61,14;8,2;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;99,5;16;22,23;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Powder coated;7;14;6;yes;piece;1
GADC CX 035.1/21M/DDA4A.TNNN;GADC CX;035.1/21M/DDA4A.TNNN;n/a;finoox;203-1AA4.2HG.1HB.RJTB-C26.01.0000.000;GADC CX 035.1-04_2-04-AE21-CC-E80AR-2906_Alu;4113;A;2;1;2906;Axial;6,965;5,558;28,53;3990;1310;12;VT03192U.1;0,223;0,98;C;43,32;65,12;2,9;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;55,6;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Aluminum;4;16;4;yes;piece;1
GADC CX 035.2/2WE/FDA4A.TNNN;GADC CX;035.2/2WE/FDA4A.TNNN;n/a;finoox;203-1AA6.2PY.1HG.RJV7-C26.01.0000.000;GADC CX 035.2-06_2-04-A0W-CC-E80AR-3126_Alu;3978;A;2;1;3126;Axial;5,409;4,436;42,8;2054;585;6;VT03208;0,096;0,22;A;38,72;60,52;4,3;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;65;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;500;;;;;;;;no;no;C;E;Aluminum;4;24;6;yes;piece;1
GADC CX 035.2/4WL/FEE4A.TNPN;GADC CX;035.2/4WL/FEE4A.TNPN;n/a;finoox;203-1APE.2PX.1HD.RL2J-C26.01.0000.010;GADC CX 035.2-06_4-04-A0W-CL-E80AR-3125_Epoxy;8409;A;4;1;3125;Axial;14,55;11,836;107;5850;850;11;VT03208;0,248;0,3;A;48,19;70,53;10,7;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;135,4;16;22,23;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;714;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;14;6;yes;piece;1
GADC CX 035.2/2XL/DEC4E.TNNN;GADC CX;035.2/2XL/DEC4E.TNNN;n/a;finoox;203-1AT9.2PZ.1HA.RJTC-C26.01.0800.000;GADC CX 035.2-04_2-04-E0X-CL-E80AR-3127_PC;5467;E;2;1;3127;Axial;6,232;5,013;35,67;3494;930;9;VT03208;0,167;0,39;B;49,68;71,52;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;71,3;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.1/21E/HEE4A.TNNN;GADC CX;035.1/21E/HEE4A.TNNN;n/a;finoox;203-1AK8.2HK.1HT.RJV8-C26.01.0000.000;GADC CX 035.1-08_2-04-AE51-CL-E80AR-2909_Epoxy;5293;A;2;1;2909;Axial;5,178;4,304;71,34;1743;535;5;VT03192U.1;0,043;0,18;A+;23,99;45,83;7,1;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;79,3;16;16;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;630;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;40;8;yes;piece;1
GADC CX 035.1/41N/DDC7E.TNNN;GADC CX;035.1/41N/DDC7E.TNNN;n/a;finoox;203-1AWM.2HF.1HC.RL35-C26.01.0800.000;GADC CX 035.1-04_4-07-EE11-CC-E80AR-2905_PC;9460;E;4;1;2905;Axial;10,576;8,537;33,75;10170;1475;21;VT03192U.1;0,651;1,35;D;50,78;73,08;5,8;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;108;16;22,23;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC CX 035.2/4WE/HEE7E.TNNN;GADC CX;035.2/4WE/HEE7E.TNNN;n/a;finoox;203-1AQ1.2PY.1HU.RL2L-C26.01.0800.000;GADC CX 035.2-08_4-07-E0W-CL-E80AR-3126_Epoxy;9583;E;4;1;3126;Axial;11,83;9,683;84,37;4940;585;9;VT03208;0,19;0,22;A+;41,19;63,53;14,1;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;162,4;16;22,23;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;7;20;8;yes;piece;1
GADC CX 035.1/41E/DEC4E.TNNN;GADC CX;035.1/41E/DEC4E.TNNN;n/a;finoox;203-1AX5.2HK.1HA.RJVT-C26.01.0800.000;GADC CX 035.1-04_4-04-EE51-CL-E80AR-2909_PC;9102;E;4;1;2909;Axial;7,935;6,374;71,34;3937;535;7;VT03192U.1;0,085;0,18;A+;29,26;51,6;7;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;120,3;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.1/31M/FEE7E.TNPN;GADC CX;035.1/31M/FEE7E.TNPN;n/a;finoox;203-1AMV.2HG.1HD.RL2J-C26.01.0800.010;GADC CX 035.1-06_3-07-EE21-CL-E80AR-2906_Epoxy;8578;E;3;1;2906;Axial;11,794;9,533;47,46;6943;1310;15;VT03192U.1;0,321;0,98;B;46,71;68,81;8,2;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;107,6;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;L;E;Epoxy coated aluminum;7;14;6;yes;piece;1
GADC CX 035.1/31L/FDE4A.TNPN;GADC CX;035.1/31L/FDE4A.TNPN;n/a;finoox;203-1AL8.2HH.1HG.RJVR-C26.01.0000.010;GADC CX 035.1-06_3-04-AE31-CC-E80AR-2907_Epoxy;6415;A;3;1;2907;Axial;9,305;7,47;64,2;4019;930;10;VT03192U.1;0,144;0,59;A;36,61;58,67;6,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;86,4;16;16;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;24;6;yes;piece;1
GADC CX 035.1/11N/HDA7E.TNPN;GADC CX;035.1/11N/HDA7E.TNPN;n/a;finoox;203-1A7M.2HF.1HJ.RJVB-C26.01.0800.010;GADC CX 035.1-08_1-07-EE11-CC-E80AR-2905_Alu;4032;E;1;1;2905;Axial;4,356;3,562;16,87;2297;1475;10;VT03192U.1;0,162;1,35;C;45,6;67,12;3;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;46,2;16;16;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;C;E;Aluminum;7;32;8;yes;piece;1
GADC CX 035.1/31N/FEE7A.TNNN;GADC CX;035.1/31N/FEE7A.TNNN;n/a;finoox;203-1AMU.2HF.1HD.RL2J-C26.01.0000.000;GADC CX 035.1-06_3-07-AE11-CL-E80AR-2905_Epoxy;7704;A;3;1;2905;Axial;13,034;10,517;47,46;8176;1475;17;VT03192U.1;0,489;1,35;C;50,49;72,59;8,2;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;99,4;16;22,23;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;14;6;yes;piece;1
GADC CX 035.1/41M/FDE4E.TNPN;GADC CX;035.1/41M/FDE4E.TNPN;n/a;finoox;203-1AND.2HG.1HH.RL2G-C26.01.0800.010;GADC CX 035.1-06_4-04-EE21-CC-E80AR-2906_Epoxy;9317;E;4;1;2906;Axial;16,369;13,188;85,6;7400;1310;15;VT03192U.1;0,453;0,98;C;45,95;68,25;8,6;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;121;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GADC CX 035.1/21E/HDC7A.TNPN;GADC CX;035.1/21E/HDC7A.TNPN;n/a;finoox;203-1ASU.2HK.1HJ.RJVB-C26.01.0000.010;GADC CX 035.1-08_2-07-AE51-CC-E80AR-2909_PC;5942;A;2;1;2909;Axial;4,139;3,408;33,75;1802;535;5;VT03192U.1;0,043;0,18;A+;24,76;46,56;5,7;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;268;1296;963;68,3;16;16;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;564;;;;;;;;no;no;C;E;Powder coated;7;32;8;yes;piece;1
GADC CX 035.1/11S/DDE7E.TNPN;GADC CX;035.1/11S/DDE7E.TNPN;n/a;finoox;203-1AGH.2HJ.1JL.00NN-C26.01.0800.010;GADC CX 035.1-04_1-07-EE41-CC-E80AR-2908_Epoxy;3372;E;1;1;2908;Axial;1,796;1,472;8,44;1219;695;5;VT03192U.1;0,031;0,25;A+;28,6;50,13;1,5;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;38,2;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;7;32;4;yes;piece;1
GADC CX 035.1/31L/FDC7A.TNPN;GADC CX;035.1/31L/FDC7A.TNPN;n/a;finoox;203-1AUQ.2HH.1HH.RL2M-C26.01.0000.010;GADC CX 035.1-06_3-07-AE31-CC-E80AR-2907_PC;8189;A;3;1;2907;Axial;7,673;6,281;37,96;4472;930;11;VT03192U.1;0,145;0,59;A;37,46;59,51;6,5;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;86,7;16;22,23;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Powder coated;7;12;6;yes;piece;1
GADC CX 035.2/3WE/HEE7E.TNNN;GADC CX;035.2/3WE/HEE7E.TNNN;n/a;finoox;203-1AMX.2PY.1HU.RL2R-C26.01.0800.000;GADC CX 035.2-08_3-07-E0W-CL-E80AR-3126_Epoxy;8306;E;3;1;3126;Axial;8,916;7,33;63,27;3705;585;8;VT03208;0,143;0,22;A+;40,18;62,28;10,7;(2x) 400V 3~N+PE - 9,3kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;125,3;16;22,23;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002378;8;0;2288;2;150;2290;no;no;L;E;Epoxy coated aluminum;7;20;8;yes;piece;1
GADC CX 035.2/1XN/DEE4A.TNPN;GADC CX;035.2/1XN/DEE4A.TNPN;n/a;finoox;203-1AH0.2PW.1JQ.00NN-C26.01.0000.010;GADC CX 035.2-04_1-04-A0X-CL-E80AR-3124_Epoxy;2908;A;1;1;3124;Axial;4,249;3,383;17,83;2513;1470;9;VT03207;0,203;0,93;D;53,94;75,51;1,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;41,6;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;411;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;40;4;yes;piece;1
GADC CX 035.2/1WE/HEA7A.TNPN;GADC CX;035.2/1WE/HEA7A.TNPN;n/a;finoox;203-1A8N.2PY.1JS.00NN-C26.01.0000.010;GADC CX 035.2-08_1-07-A0W-CL-E80AR-3126_Alu;3339;A;1;1;3126;Axial;2,957;2,416;21,09;1235;585;5;VT03208;0,048;0,22;A+;35,94;57,51;3,7;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;48,5;9,52;9,52;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;611;;;;;;;;no;no;L;E;Aluminum;7;80;8;yes;piece;1
GADC CX 035.2/1XL/DEE4E.TNNN;GADC CX;035.2/1XL/DEE4E.TNNN;n/a;finoox;203-1AH1.2PZ.1JQ.00NN-C26.01.0800.000;GADC CX 035.2-04_1-04-E0X-CL-E80AR-3127_Epoxy;3089;E;1;1;3127;Axial;3,424;2,75;17,83;1747;930;6;VT03208;0,083;0,39;B;46,94;68,51;1,9;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;44,1;9,52;9,52;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;4;40;4;yes;piece;1
GADC CX 035.1/31S/FDA4E.TNNN;GADC CX;035.1/31S/FDA4E.TNNN;n/a;finoox;203-1ACB.2HJ.1HG.RJV7-C26.01.0800.000;GADC CX 035.1-06_3-04-EE41-CC-E80AR-2908_Alu;6605;E;3;1;2908;Axial;7,88;6,403;64,2;3079;695;7;VT03192U.1;0,095;0,25;A+;29,94;52;6,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;93,1;16;16;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Aluminum;4;24;6;yes;piece;1
GADC CX 035.1/21S/HEC7A.TNNN;GADC CX;035.1/21S/HEC7A.TNNN;n/a;finoox;203-1ATW.2HJ.1HT.RJV8-C26.01.0000.000;GADC CX 035.1-08_2-07-AE41-CL-E80AR-2908_PC;6087;A;2;1;2908;Axial;5,565;4,551;42,18;2492;695;7;VT03192U.1;0,061;0,25;A+;31,81;53,65;7,1;;400V 3~+N+PE - 6,2kW;AY7.002389;DualCompact_2_04_1_o;1776;1026;318;1296;963;78,7;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;630;;;;;;;;no;no;L;E;Powder coated;7;40;8;yes;piece;1
GADC CX 035.2/2WE/FEC7A.TNPN;GADC CX;035.2/2WE/FEC7A.TNPN;n/a;finoox;203-1ATU.2PY.1HP.RJV8-C26.01.0000.010;GADC CX 035.2-06_2-07-A0W-CL-E80AR-3126_PC;5547;A;2;1;3126;Axial;4,948;4,034;31,64;2543;585;7;VT03208;0,095;0,22;A;38,68;60,52;5,4;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;318;1296;963;73,6;16;16;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;564;;;;;;;;no;no;L;E;Powder coated;7;30;6;yes;piece;1
GADC CX 035.2/2XE/DEA4E.TNPN;GADC CX;035.2/2XE/DEA4E.TNPN;n/a;finoox;203-1AB7.2Q0.1JQ.00NN-C26.01.0800.010;GADC CX 035.2-04_2-04-E0X-CL-E80AR-3128_Alu;4509;E;2;1;3128;Axial;4,674;3,735;35,67;2153;515;6;VT03208;0,1;0,23;B;38,68;60,52;3,6;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;70,8;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Aluminum;4;40;4;yes;piece;1
GADC CX 035.1/31L/DEE7A.TNNN;GADC CX;035.1/31L/DEE7A.TNNN;n/a;finoox;203-1AMS.2HH.1HA.RJTC-C26.01.0000.000;GADC CX 035.1-04_3-07-AE31-CL-E80AR-2907_Epoxy;6328;A;3;1;2907;Axial;7,356;5,917;31,64;5027;930;11;VT03192U.1;0,146;0,59;A;39,71;61,81;5,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;86;16;16;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;20;4;yes;piece;1
GADC CX 035.1/41M/DEE4E.TNPN;GADC CX;035.1/41M/DEE4E.TNPN;n/a;finoox;203-1APD.2HG.1H4.RL2L-C26.01.0800.010;GADC CX 035.1-04_4-04-EE21-CL-E80AR-2906_Epoxy;9233;E;4;1;2906;Axial;16,063;12,835;71,34;8951;1310;17;VT03192U.1;0,432;0,98;B;47,07;69,41;7,3;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;121,3;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;4;10;4;yes;piece;1
GADC CX 035.2/4WN/DEA7A.TNPN;GADC CX;035.2/4WN/DEA7A.TNPN;n/a;finoox;203-1AEW.2PV.1H4.RL2L-C26.01.0000.010;GADC CX 035.2-04_4-07-A0W-CL-E80AR-3123_Alu;7494;A;4;1;3123;Axial;12,542;10,098;42,18;9718;1340;18;VT03207;0,607;0,73;C;58,19;80,53;7,3;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;123,4;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Aluminum;7;10;4;yes;piece;1
GADC CX 035.2/2WN/FEC4E.TNPN;GADC CX;035.2/2WN/FEC4E.TNPN;n/a;finoox;203-1ATB.2PV.1HP.RJVS-C26.01.0800.010;GADC CX 035.2-06_2-04-E0W-CL-E80AR-3123_PC;6102;E;2;1;3123;Axial;8,547;6,845;53,5;4355;1340;11;VT03207;0,316;0,73;C;55,68;77,52;5,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;83,6;16;16;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Powder coated;4;30;6;yes;piece;1
GADC CX 035.1/11L/FEC7E.TNNN;GADC CX;035.1/11L/FEC7E.TNNN;n/a;finoox;203-1ARX.2HH.1JR.00NN-C26.01.0800.000;GADC CX 035.1-06_1-07-EE31-CL-E80AR-2907_PC;4651;E;1;1;2907;Axial;2,944;2,385;15,82;1627;930;6;VT03192U.1;0,049;0,59;A+;34,8;56,37;2,8;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;47,6;9,52;9,52;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;L;E;Powder coated;7;60;6;yes;piece;1
GADC CX 035.2/3WE/DEE7A.TNPN;GADC CX;035.2/3WE/DEE7A.TNPN;n/a;finoox;203-1AMS.2PY.1HA.RJTC-C26.01.0000.010;GADC CX 035.2-04_3-07-A0W-CL-E80AR-3126_Epoxy;5875;A;3;1;3126;Axial;6,275;5,079;31,64;3930;585;8;VT03208;0,142;0,22;A;40,18;62,28;5,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;90,5;16;16;Inclusive;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;552;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;20;4;yes;piece;1
GADC CX 035.2/1WL/DEE7E.TNPN;GADC CX;035.2/1WL/DEE7E.TNPN;n/a;finoox;203-1AHK.2PX.1JQ.00NN-C26.01.0800.010;GADC CX 035.2-04_1-07-E0W-CL-E80AR-3125_Epoxy;3316;E;1;1;3125;Axial;2,385;1,931;10,55;1628;850;6;VT03208;0,062;0,3;A;42,94;64,51;1,9;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;44;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;7;40;4;yes;piece;1
GADC CX 035.2/2XL/FDC7E.TNNN;GADC CX;035.2/2XL/FDC7E.TNNN;n/a;finoox;203-1AST.2PZ.1HG.RJVR-C26.01.0800.000;GADC CX 035.2-06_2-07-E0X-CC-E80AR-3127_PC;5487;E;2;1;3127;Axial;5,61;4,542;25,31;3315;930;10;VT03208;0,167;0,39;B;49,72;71,52;4,3;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;70,4;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Powder coated;7;24;6;yes;piece;1
GADC CX 035.1/31E/DEC4E.TNNN;GADC CX;035.1/31E/DEC4E.TNNN;n/a;finoox;203-1AV7.2HK.1HA.RJTC-C26.01.0800.000;GADC CX 035.1-04_3-04-EE51-CL-E80AR-2909_PC;7906;E;3;1;2909;Axial;6,246;5,071;53,5;2952;535;6;VT03192U.1;0,064;0,18;A+;28,25;50,35;5,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;93,2;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.1/41M/DDE7E.TNNN;GADC CX;035.1/41M/DDE7E.TNNN;n/a;finoox;203-1ANV.2HG.1HC.RL2K-C26.01.0800.000;GADC CX 035.1-04_4-07-EE21-CC-E80AR-2906_Epoxy;8465;E;4;1;2906;Axial;10,371;8,367;33,75;8718;1310;18;VT03192U.1;0,436;0,98;C;46,68;68,98;5,8;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;107,8;16;22,23;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GADC CX 035.1/41M/HDE7E.TNNN;GADC CX;035.1/41M/HDE7E.TNNN;n/a;finoox;203-1ANZ.2HG.1H6.RL2S-C26.01.0800.000;GADC CX 035.1-08_4-07-EE21-CC-E80AR-2906_Epoxy;9720;E;4;1;2906;Axial;15,71;12,756;67,49;7956;1310;16;VT03192U.1;0,447;0,98;B;45,82;68,12;11,4;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;135,2;16;22,23;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;C;E;Epoxy coated aluminum;7;10;8;yes;piece;1
GADC CX 035.2/2WE/FEA4A.TNNN;GADC CX;035.2/2WE/FEA4A.TNNN;n/a;finoox;203-1AB8.2PY.1HP.RJVS-C26.01.0000.000;GADC CX 035.2-06_2-04-A0W-CL-E80AR-3126_Alu;4295;A;2;1;3126;Axial;6,193;5,076;53,5;2311;585;6;VT03208;0,096;0,22;A;38,68;60,52;5,4;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;318;1296;963;74,1;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;564;;;;;;;;no;no;L;E;Aluminum;4;30;6;yes;piece;1
GADC CX 035.1/11N/DDA4A.TNNN;GADC CX;035.1/11N/DDA4A.TNNN;n/a;finoox;203-1A80.2HF.1JL.00NN-C26.01.0000.000;GADC CX 035.1-04_1-04-AE11-CC-E80AR-2905_Alu;2703;A;1;1;2905;Axial;3,768;3,007;14,27;2314;1475;10;VT03192U.1;0,162;1,35;D;45,54;67,07;1,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;34,5;9,52;9,52;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Aluminum;4;32;4;yes;piece;1
