TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC RX 035.1/11N/HEA7E.TNNN;GADC RX;035.1/11N/HEA7E.TNNN;n/a;finoox;203-1A8B.2HF.1HV.RJWB-R23.01.0800.000;GADC RX 035.1-08_1-07-EE11-CL-E32AX-2905_Alu;3888;E;1;1;2905;Axial;4,778;3,627;4,918;4,17;5,341;4,233;5,073;4,22;4,853;4,033;4,78;3,711;21,09;2622;1475;10;VT03192U.1;0,163;1,35;B;45,75;67,32;4,6;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;50;16;28;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Aluminum;7;10;8;yes;piece;1
GADC RX 035.1/31N/FDE4E.TNNN;GADC RX;035.1/31N/FDE4E.TNNN;n/a;finoox;203-1AKX.2HF.1H9.RJRV-R23.01.0800.000;GADC RX 035.1-06_3-04-EE11-CC-E32AX-2905_Epoxy;6373;E;3;1;2905;Axial;11,205;7,933;11,589;9,385;12,866;9,992;12,085;9,803;11,459;9,165;10,841;7,996;64,2;6418;1475;15;VT03192U.1;0,481;1,35;D;50,76;72,82;7,7;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;87;22;28;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.1/31N/FEE4E.TNNN;GADC RX;035.1/31N/FEE4E.TNNN;n/a;finoox;203-1ALZ.2HF.1HS.RJTP-R23.01.0800.000;GADC RX 035.1-06_3-04-EE11-CL-E32AX-2905_Epoxy;7213;E;3;1;2905;Axial;13,38;9,585;13,807;11,249;15,165;11,952;14,358;11,723;13,62;10,971;12,888;9,657;80,25;7388;1475;16;VT03192U.1;0,488;1,35;C;49,59;71,69;9,7;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;99,9;22;35;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;L;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.1/41S/FEA4A.TNPN;GADC RX;035.1/41S/FEA4A.TNPN;n/a;finoox;203-1AF4.2HJ.1HS.RJWT-R23.01.0000.010;GADC RX 035.1-06_4-04-AE41-CL-E32AX-2908_Alu;7803;A;4;1;2908;Axial;11,118;8,098;11,408;9,398;12,227;9,543;11,558;9,506;11,077;9,002;10,848;8,132;107;4653;695;9;VT03192U.1;0,124;0,25;A+;32,77;55,11;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;118,3;22;35;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;714;;;;;;;;no;no;L;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.1/21S/DDE7A.TNNN;GADC RX;035.1/21S/DDE7A.TNNN;n/a;finoox;203-1AJ8.2HJ.1HC.RJP9-R23.01.0000.000;GADC RX 035.1-04_2-07-AE41-CC-E32AX-2908_Epoxy;4007;A;2;1;2908;Axial;3,284;2,333;3,437;2,789;3,724;2,863;3,548;2,85;3,397;2,698;3,203;2,351;16,87;2438;695;7;VT03192U.1;0,061;0,25;A;31,34;53,14;3,5;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;52,6;16;22;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GADC RX 035.1/11S/FDC7E.TNPN;GADC RX;035.1/11S/FDC7E.TNPN;n/a;finoox;203-1AQH.2HJ.1HH.RJVX-R23.01.0800.010;GADC RX 035.1-06_1-07-EE41-CC-E32AX-2908_PC;4628;E;1;1;2908;Axial;2,002;1,532;2,075;1,752;2,234;1,781;2,126;1,772;2,033;1,693;1,997;1,558;12,65;1169;695;5;VT03192U.1;0,031;0,25;A+;27,66;49,19;2,8;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;40;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;7;12;6;yes;piece;1
GADC RX 035.1/41S/DDC7A.TNPN;GADC RX;035.1/41S/DDC7A.TNPN;n/a;finoox;203-1AW8.2HJ.1HE.RJP3-R23.01.0000.010;GADC RX 035.1-04_4-07-AE41-CC-E32AX-2908_PC;7957;A;4;1;2908;Axial;6,207;4,422;6,494;5,277;7,035;5,418;6,705;5,392;6,422;5,107;6,055;4,457;33,75;4875;695;10;VT03192U.1;0,122;0,25;A;33,85;56,15;6,7;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;92,8;16;28;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Powder coated;7;4;4;yes;piece;1
GADC RX 035.1/21S/DDC7E.TNNN;GADC RX;035.1/21S/DDC7E.TNNN;n/a;finoox;203-1ASD.2HJ.1HC.RJP9-R23.01.0800.000;GADC RX 035.1-04_2-07-EE41-CC-E32AX-2908_PC;5486;E;2;1;2908;Axial;3,092;2,192;3,242;2,627;3,511;2,696;3,347;2,684;3,204;2,541;3,015;2,208;16,87;2438;695;7;VT03192U.1;0,061;0,25;A;31,34;53,14;3,5;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;58,3;16;22;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC RX 035.1/21S/DEC7A.TNNN;GADC RX;035.1/21S/DEC7A.TNNN;n/a;finoox;203-1ATE.2HJ.1HL.RJW5-R23.01.0000.000;GADC RX 035.1-04_2-07-AE41-CL-E32AX-2908_PC;5216;A;2;1;2908;Axial;3,522;2,651;3,613;3,045;3,963;3,123;3,733;3,11;3,564;2,953;3,503;2,7;21,09;2645;695;7;VT03192U.1;0,059;0,25;A+;33,16;55,01;4,5;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;318;1296;963;59,4;16;22;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;L;E;Powder coated;7;6;4;yes;piece;1
GADC RX 035.1/31S/DEC4E.TNNN;GADC RX;035.1/31S/DEC4E.TNNN;n/a;finoox;203-1AUV.2HJ.1HM.RJTT-R23.01.0800.000;GADC RX 035.1-04_3-04-EE41-CL-E32AX-2908_PC;7609;E;3;1;2908;Axial;6,46;4,726;6,524;5,417;7,195;5,639;6,692;5,593;6,349;5,237;6,297;4,766;53,5;3695;695;8;VT03192U.1;0,091;0,25;A;33,04;55,14;6,5;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;88,6;22;28;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Powder coated;4;4;4;yes;piece;1
GADC RX 035.1/41S/HEC4A.TNPN;GADC RX;035.1/41S/HEC4A.TNPN;n/a;finoox;203-1AWW.2HJ.1JK.SJ9U-R23.01.0000.010;GADC RX 035.1-08_4-04-AE41-CL-E32AX-2908_PC;9339;A;4;1;2908;Axial;10,482;7,996;10,812;9,094;11,324;8,979;10,826;8,979;10,385;8,623;10,435;8,032;142,67;4376;695;8;VT03192U.1;0,125;0,25;A+;31,65;53,99;16,5;;(2x) 400V 3~N+PE - 11,9kW;AY7.002391;DualCompact_4_08_1_o;3136;1026;318;;963;131,5;22;42;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;803;;;;;;;;no;no;L;E;Powder coated;4;4;8;yes;piece;1
GADC RX 035.1/41S/HEC4E.TNPN;GADC RX;035.1/41S/HEC4E.TNPN;n/a;finoox;203-1AWX.2HJ.1JK.SJ9U-R23.01.0800.010;GADC RX 035.1-08_4-04-EE41-CL-E32AX-2908_PC;10143;E;4;1;2908;Axial;10,482;7,996;10,812;9,094;11,324;8,979;10,826;8,979;10,385;8,623;10,435;8,032;142,67;4376;695;8;VT03192U.1;0,125;0,25;A+;31,65;53,99;16,5;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;143,6;22;42;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Powder coated;4;4;8;yes;piece;1
GADC RX 035.1/41M/FEA4E.TNPN;GADC RX;035.1/41M/FEA4E.TNPN;n/a;finoox;203-1AF5.2HG.1HS.RJTP-R23.01.0800.010;GADC RX 035.1-06_4-04-EE21-CL-E32AX-2906_Alu;8519;E;4;1;2906;Axial;15,702;10,646;17,123;13,298;18,319;13,653;17,562;13,603;16,785;12,78;15,345;10,614;107;8434;1310;16;VT03192U.1;0,44;0,98;B;46,21;68,55;12,6;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;128,2;22;35;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;L;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.1/41M/FEA4E.TNNN;GADC RX;035.1/41M/FEA4E.TNNN;n/a;finoox;203-1AF5.2HG.1HS.RJTP-R23.01.0800.000;GADC RX 035.1-06_4-04-EE21-CL-E32AX-2906_Alu;8278;E;4;1;2906;Axial;15,702;10,646;17,123;13,298;18,319;13,653;17,562;13,603;16,785;12,78;15,345;10,614;107;8434;1310;16;VT03192U.1;0,44;0,98;B;46,21;68,55;12,6;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;128,2;22;35;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;L;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.1/11M/HDA4E.TNNN;GADC RX;035.1/11M/HDA4E.TNNN;n/a;finoox;203-1A7T.2HG.1H6.RJW3-R23.01.0800.000;GADC RX 035.1-08_1-04-EE21-CC-E32AX-2906_Alu;3654;E;1;1;2906;Axial;3,924;2,922;3,965;3,338;4,347;3,426;4,054;3,412;3,845;3,211;3,861;2,958;28,53;1716;1310;7;VT03192U.1;0,115;0,98;C;41,63;63,16;3,7;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;43,7;16;22;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;C;E;Aluminum;4;10;8;yes;piece;1
GADC RX 035.1/11M/FDA4A.TNNN;GADC RX;035.1/11M/FDA4A.TNNN;n/a;finoox;203-1A7Q.2HG.1HK.RJW4-R23.01.0000.000;GADC RX 035.1-06_1-04-AE21-CC-E32AX-2906_Alu;2976;A;1;1;2906;Axial;3,619;2,69;3,647;3,106;4,071;3,231;3,779;3,199;3,565;3,006;3,593;2,749;21,4;1850;1310;8;VT03192U.1;0,113;0,98;C;40,7;62,23;2,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;36,7;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Aluminum;4;8;6;yes;piece;1
GADC RX 035.1/11M/DEE4E.TNNN;GADC RX;035.1/11M/DEE4E.TNNN;n/a;finoox;203-1AGP.2HG.1H4.RJW1-R23.01.0800.000;GADC RX 035.1-04_1-04-EE21-CL-E32AX-2906_Epoxy;3414;E;1;1;2906;Axial;3,338;2,371;3,354;2,756;3,802;2,987;3,518;2,912;3,316;2,706;3,199;2,405;17,83;2238;1310;8;VT03192U.1;0,108;0,98;C;41,82;63,39;2,5;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;41,9;16;22;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;4;10;4;yes;piece;1
GADC RX 035.1/41M/FEC4A.TNPN;GADC RX;035.1/41M/FEC4A.TNPN;n/a;finoox;203-1AWU.2HG.1HS.RJTP-R23.01.0000.010;GADC RX 035.1-06_4-04-AE21-CL-E32AX-2906_PC;8903;A;4;1;2906;Axial;13,974;9,475;15,24;11,835;16,304;12,151;15,63;12,106;14,938;11,374;13,657;9,447;107;8434;1310;16;VT03192U.1;0,44;0,98;C;46,21;68,55;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;118;22;35;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;714;;;;;;;;no;no;L;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.1/21M/DEC4E.TNNN;GADC RX;035.1/21M/DEC4E.TNNN;n/a;finoox;203-1ASX.2HG.1HM.RJTT-R23.01.0800.000;GADC RX 035.1-04_2-04-EE21-CL-E32AX-2906_PC;5705;E;2;1;2906;Axial;6,166;4,506;6,136;5,18;7,037;5,575;6,434;5,489;6,036;5,076;6,016;4,619;35,67;4475;1310;12;VT03192U.1;0,216;0,98;C;44,56;66,4;4,5;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;65,8;22;28;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Powder coated;4;4;4;yes;piece;1
GADC RX 035.1/21M/FDC4A.TNNN;GADC RX;035.1/21M/FDC4A.TNNN;n/a;finoox;203-1AS2.2HG.1H9.RJWQ-R23.01.0000.000;GADC RX 035.1-06_2-04-AE21-CC-E32AX-2906_PC;5210;A;2;1;2906;Axial;6,45;4,822;6,499;5,541;7,262;5,77;6,739;5,711;6,352;5,374;6,411;4,921;42,8;3700;1310;11;VT03192U.1;0,227;0,98;C;43,44;65,24;5,3;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;58,8;22;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;500;;;;;;;;no;no;C;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.1/21L/DDA4E.TNPN;GADC RX;035.1/21L/DDA4E.TNPN;n/a;finoox;203-1A9T.2HH.1HE.RJWA-R23.01.0800.010;GADC RX 035.1-04_2-04-EE31-CC-E32AX-2907_Alu;4686;E;2;1;2907;Axial;4,864;3,616;4,888;4,166;5,512;4,362;5,097;4,218;4,791;4,061;4,837;3,699;28,53;2860;930;8;VT03192U.1;0,096;0,59;A;35,45;57,25;3,7;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;59,2;16;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;C;E;Aluminum;4;4;4;yes;piece;1
GADC RX 035.1/31L/FEA4E.TNNN;GADC RX;035.1/31L/FEA4E.TNNN;n/a;finoox;203-1AD1.2HH.1HS.RJWT-R23.01.0800.000;GADC RX 035.1-06_3-04-EE31-CL-E32AX-2907_Alu;7064;E;3;1;2907;Axial;10,146;7,535;10,269;8,623;11,248;8,839;10,491;8,774;9,978;8,296;9,964;7,617;80,25;4483;930;10;VT03192U.1;0,145;0,59;A;37,45;59,55;9,7;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;100,2;22;35;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;L;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.1/41L/HEA4A.TNNN;GADC RX;035.1/41L/HEA4A.TNNN;n/a;finoox;203-1AF6.2HH.1JK.SJ9U-R23.01.0000.000;GADC RX 035.1-08_4-04-AE31-CL-E32AX-2907_Alu;7998;A;4;1;2907;Axial;14,358;10,573;14,761;12,221;15,739;12,319;14,911;12,299;14,312;11,671;14,074;10,604;142,67;5672;930;11;VT03192U.1;0,193;0,59;A;37,84;60,18;16,5;;(2x) 400V 3~N+PE - 11,9kW;AY7.002391;DualCompact_4_08_1_o;3136;1026;318;;963;131,4;22;42;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;803;;;;;;;;no;no;L;E;Aluminum;4;4;8;yes;piece;1
GADC RX 035.1/11L/HDA7A.TNNN;GADC RX;035.1/11L/HDA7A.TNNN;n/a;finoox;203-1A78.2HH.1H6.RJW3-R23.01.0000.000;GADC RX 035.1-08_1-07-AE31-CC-E32AX-2907_Alu;3105;A;1;1;2907;Axial;2,895;2,251;3,018;2,54;3,216;2,589;3,09;2,575;2,951;2,454;2,89;2,294;16,87;1437;930;6;VT03192U.1;0,048;0,59;A+;32,76;54,29;3,7;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;268;616;963;38,8;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;545;;;;;;;;no;no;C;E;Aluminum;7;10;8;yes;piece;1
GADC RX 035.1/31L/FDA7A.TNNN;GADC RX;035.1/31L/FDA7A.TNNN;n/a;finoox;203-1ABE.2HH.1H9.RJWQ-R23.01.0000.000;GADC RX 035.1-06_3-07-AE31-CC-E32AX-2907_Alu;5688;A;3;1;2907;Axial;7,672;5,781;7,867;6,641;8,637;6,827;8,142;6,802;7,765;6,457;7,619;5,89;37,96;4472;930;11;VT03192U.1;0,145;0,59;A;37,46;59,51;7,6;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;79,9;22;28;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.1/41L/FDE4E.TNNN;GADC RX;035.1/41L/FDE4E.TNNN;n/a;finoox;203-1AN1.2HH.1H9.RJRV-R23.01.0800.000;GADC RX 035.1-06_4-04-EE31-CC-E32AX-2907_Epoxy;7778;E;4;1;2907;Axial;10,988;7,681;11,613;9,286;12,474;9,541;11,87;9,47;11,344;8,919;10,697;7,693;85,6;5358;930;11;VT03192U.1;0,192;0,59;A;37,62;59,92;9,9;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;111,5;22;28;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GADC RX 035.1/41L/DDC7E.TNPN;GADC RX;035.1/41L/DDC7E.TNPN;n/a;finoox;203-1AW9.2HH.1HE.RJP3-R23.01.0800.010;GADC RX 035.1-04_4-07-EE31-CC-E32AX-2907_PC;8549;E;4;1;2907;Axial;7,039;4,895;7,56;6,008;8,154;6,143;7,823;6,126;7,485;5,798;6,893;4,91;33,75;6195;930;13;VT03192U.1;0,194;0,59;A;39,09;61,39;6,7;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;101,3;16;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Powder coated;7;4;4;yes;piece;1
GADC RX 035.1/31L/DEC4A.TNNN;GADC RX;035.1/31L/DEC4A.TNNN;n/a;finoox;203-1AUU.2HH.1HM.RJTT-R23.01.0000.000;GADC RX 035.1-04_3-04-AE31-CL-E32AX-2907_PC;7058;A;3;1;2907;Axial;7,418;5,326;7,525;6,184;8,283;6,549;7,805;6,432;7,399;6,02;7,15;5,377;53,5;4715;930;10;VT03192U.1;0,146;0,59;A;38,32;60,42;6,5;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;81,9;22;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;L;E;Powder coated;4;4;4;yes;piece;1
GADC RX 035.1/21L/HEC4E.TNPN;GADC RX;035.1/21L/HEC4E.TNPN;n/a;finoox;203-1AT1.2HH.1JN.RJWR-R23.01.0800.010;GADC RX 035.1-08_2-04-EE31-CL-E32AX-2907_PC;6600;E;2;1;2907;Axial;6,462;4,959;6,627;5,616;7,019;5,6;6,7;5,578;6,404;5,361;6,44;4,997;71,34;2836;930;7;VT03192U.1;0,096;0,59;A;35,33;57,17;8,6;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;80,8;22;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Powder coated;4;6;8;yes;piece;1
GADC RX 035.1/31L/FEC4E.TNNN;GADC RX;035.1/31L/FEC4E.TNNN;n/a;finoox;203-1AUX.2HH.1HS.RJWT-R23.01.0800.000;GADC RX 035.1-06_3-04-EE31-CL-E32AX-2907_PC;8155;E;3;1;2907;Axial;9,03;6,706;9,14;7,675;10,01;7,867;9,337;7,809;8,881;7,383;8,868;6,779;80,25;4483;930;10;VT03192U.1;0,145;0,59;A;37,45;59,55;9,7;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;100,3;22;35;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;L;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.2/4WE/FDA4E.TNPN;GADC RX;035.2/4WE/FDA4E.TNPN;n/a;finoox;203-1AE3.2PY.1H9.RJWQ-R23.01.0800.010;GADC RX 035.2-06_4-04-E0W-CC-E32AX-3126_Alu;6950;E;4;1;3126;Axial;9,513;6,829;9,802;8,017;10,498;8,164;9,94;8,127;9,521;7,678;9,229;6,863;85,6;4109;585;9;VT03208;0,193;0,22;A;41,23;63,53;9,9;400V 3~N+PE - 7,5kW;;;DualCompact_4_08_1_o;3136;1026;268;;963;117,8;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002371;4;0;2968;2;150;2940;no;no;C;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.2/1WE/DDE7E.TNPN;GADC RX;035.2/1WE/DDE7E.TNPN;n/a;finoox;203-1AG5.2PY.1HB.RJVN-R23.01.0800.010;GADC RX 035.2-04_1-07-E0W-CC-E32AX-3126_Epoxy;3092;E;1;1;3126;Axial;1,623;1,143;1,704;1,376;1,846;1,412;1,758;1,406;1,682;1,33;1,582;1,151;8,44;1209;585;5;VT03208;0,048;0,22;B;35,98;57,51;1,7;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;38,3;16;16;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GADC RX 035.2/4WE/DEC4A.TNPN;GADC RX;035.2/4WE/DEC4A.TNPN;n/a;finoox;203-1AWS.2PY.1HM.RJPY-R23.01.0000.010;GADC RX 035.2-04_4-04-A0W-CL-E32AX-3126_PC;7446;A;4;1;3126;Axial;8,159;5,695;8,619;6,88;9,287;7,098;8,829;7,018;8,431;6,624;7,947;5,697;71,34;4884;585;9;VT03208;0,191;0,22;B;41,19;63,53;8,4;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;110,7;22;28;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Powder coated;4;4;4;yes;piece;1
