TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC PX 040.1/2WN/HJE4A.TNNN;GACC PX;040.1/2WN/HJE4A.TNNN;n/a;finoox;247-1BGE.1H0.3XZ.SJ61-P13.01.0000.000;GACC PX 040.1H/24-ANW_.E_Epoxy;4094;A;2;1;1734;Axial;12,083;9,807;13,15;11,074;65,43;5353;1310;11;VT0605;0,42;0,85;;54,23;76,05;13,2;;;;gacc2;1686;560;565;1360;406;60,1;22;35;Inclusive;n/a;Inclusive;344;No;No;Yes;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;4;8;8;yes;piece;1
GACC PX 040.1/2WN/HJE4E.UANN;GACC PX;040.1/2WN/HJE4E.UANN;n/a;finoox;247-1BGF.1H0.3XZ.SJ61-P13.00.0800.100;GACC PX 040.1H/24-ENW_.E_Epoxy;5691;E;2;1;1734;Axial;12,083;9,807;13,15;11,074;65,43;5353;1310;11;VT0605;0,42;0,85;;54,23;76,05;13,2;400V 3Ph+N 50/60Hz - 4,4kW;;;gacc2;1686;560;565;1360;406;65,8;22;35;Inclusive;n/a;201;Inclusive;Yes;Yes;No;400;AC motor;50;W;H04BC15600363230;H01AB15600385230;;AY7.004827.1;9;100;1560;3;50;1560;no;no;H;F;Epoxy coated aluminum;4;8;8;yes;piece;1
GACC PX 040.1/1WN/HJE7A.UANN;GACC PX;040.1/1WN/HJE7A.UANN;n/a;finoox;247-1BCQ.1H0.3Y1.RZTF-P13.00.0000.100;GACC PX 040.1H/17-ANW_.E_Epoxy;2414;A;1;1;1734;Axial;5,295;4,278;5,816;4,811;19,58;3062;1310;12;VT0605;0,205;0,85;;51,5;73,04;6,9;;;;gacc1;1006;560;565;680;406;33,8;16;28;Inclusive;n/a;138;Inclusive;Yes;No;No;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC PX 040.1/1WN/HJA7A.TNNN;GACC PX;040.1/1WN/HJA7A.TNNN;n/a;finoox;247-1BCN.1H0.3Y1.RZTF-P13.01.0000.000;GACC PX 040.1H/17-ANW_.E;2175;A;1;1;1734;Axial;5,351;4,316;5,863;4,844;19,58;3062;1310;12;VT0605;0,205;0,85;;51,5;73,04;6,9;;;;gacc1;1006;560;565;680;406;33,8;16;28;n/a;n/a;Inclusive;172;No;No;Yes;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Aluminum;7;16;8;yes;piece;1
GACC PX 040.1/1WN/HJA7E.UNNN;GACC PX;040.1/1WN/HJA7E.UNNN;n/a;finoox;247-1BCP.1H0.3Y1.RZTF-P13.00.0800.000;GACC PX 040.1H/17-ENW_.E;3309;E;1;1;1734;Axial;5,351;4,316;5,863;4,844;19,58;3062;1310;12;VT0605;0,205;0,85;;51,5;73,04;6,9;2x230V 1PH+N 50/60Hz - 2,5kW;;;gacc1;1006;560;565;680;406;37,1;16;28;n/a;n/a;138;172;No;Yes;No;400;AC motor;50;W;H04BC08800200230;H01AB08800220230;;AY7.004714.1;9;100;880;3;50;880;no;no;H;F;Aluminum;7;16;8;yes;piece;1
GACC PX 040.1/4WN/FJA7A.UANN;GACC PX;040.1/4WN/FJA7A.UANN;n/a;finoox;247-1BK0.1H0.3XR.SJ7P-P13.00.0000.100;GACC PX 040.1F/47-ANW_.E;5524;A;4;1;1734;Axial;17,702;14,192;19,345;15,918;58,74;12859;1310;16;VT0605;0,806;0,85;;56,74;79,06;19,5;;;;gacc4a;3046;560;565;680;406;94,5;22;42;n/a;n/a;380;Inclusive;Yes;No;No;400;AC motor;50;W;;;;;;;;;;;no;no;F;F;Aluminum;7;4;6;yes;piece;1
GACC PX 040.1/3WN/HJA7A.UANN;GACC PX;040.1/3WN/HJA7A.UANN;n/a;finoox;247-1BJN.1H0.3XZ.SJ5H-P13.00.0000.100;GACC PX 040.1H/37-ANW_.E;4700;A;3;1;1734;Axial;16,278;12,45;17,394;13,654;58,74;9187;1310;14;VT0605;0,615;0,85;;55,73;77,81;19,2;;;;gacc3a;2366;560;565;680;406;83,4;22;35;n/a;n/a;279;Inclusive;Yes;No;No;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 040.1/2WN/HJA7E.UANN;GACC PX;040.1/2WN/HJA7E.UANN;n/a;finoox;247-1BGD.1H0.3XZ.SJ5R-P13.00.0800.100;GACC PX 040.1H/27-ENW_.E;4490;E;2;1;1734;Axial;10,715;8,671;11,747;9,73;39,16;6125;1310;13;VT0605;0,41;0,85;;54,23;76,05;13,2;400V 3Ph+N 50/60Hz - 4,4kW;;;gacc2;1686;560;565;1360;406;65;22;35;n/a;n/a;201;Inclusive;Yes;Yes;No;400;AC motor;50;W;H04BC15600363230;H01AB15600385230;;AY7.004827.1;9;100;1560;3;50;1560;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 040.1/3WN/HJA7E.UANN;GACC PX;040.1/3WN/HJA7E.UANN;n/a;finoox;247-1BJP.1H0.3XZ.SJ5H-P13.00.0800.100;GACC PX 040.1H/37-ENW_.E;6932;E;3;1;1734;Axial;16,278;12,45;17,394;13,654;58,74;9187;1310;14;VT0605;0,615;0,85;;55,73;77,81;19,2;1x400V 3Ph+N 50/60Hz / 1x230V 1Ph+N 50/60Hz - 6,3kW;;;gacc3a;2366;560;565;680;406;90,8;22;35;n/a;n/a;279;Inclusive;Yes;Yes;No;400;AC motor;50;W;H04BC22400526230;H01AB22400546230;;AY7.004832.1;9;100;2240;3;50;2240;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 040.1/2WN/HJC4A.UNNN;GACC PX;040.1/2WN/HJC4A.UNNN;n/a;finoox;247-1BGJ.1H0.3XZ.SJ61-P13.00.0000.000;GACC PX 040.1H/24-ANW_.E_PC;4200;A;2;1;1734;Axial;10,904;8,846;12,017;9,984;67,94;5353;1310;11;VT0605;0,42;0,85;;54,23;76,05;13,2;;;;gacc2;1686;560;565;1360;406;60,1;22;35;n/a;Inclusive;201;344;No;No;No;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Powder coated;4;8;8;yes;piece;1
GACC PX 040.1/2WN/HJC4E.UNNN;GACC PX;040.1/2WN/HJC4E.UNNN;n/a;finoox;247-1BGK.1H0.3XZ.SJ61-P13.00.0800.000;GACC PX 040.1H/24-ENW_.E_PC;5654;E;2;1;1734;Axial;10,904;8,846;12,017;9,984;67,94;5353;1310;11;VT0605;0,42;0,85;;54,23;76,05;13,2;400V 3Ph+N 50/60Hz - 4,4kW;;;gacc2;1686;560;565;1360;406;65,8;22;35;n/a;Inclusive;201;344;No;Yes;No;400;AC motor;50;W;H04BC15600363230;H01AB15600385230;;AY7.004827.1;9;100;1560;3;50;1560;no;no;H;F;Powder coated;4;8;8;yes;piece;1
GACC PX 040.1/1WN/HJC7A.UANN;GACC PX;040.1/1WN/HJC7A.UANN;n/a;finoox;247-1BCS.1H0.3Y1.RZTF-P13.00.0000.100;GACC PX 040.1H/17-ANW_.E_PC;2518;A;1;1;1734;Axial;4,905;4,046;5,504;4,552;20,3;3062;1310;12;VT0605;0,205;0,85;;51,5;73,04;6,9;;;;gacc1;1006;560;565;680;406;33,8;16;28;n/a;Inclusive;138;Inclusive;Yes;No;No;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Powder coated;7;16;8;yes;piece;1
GACC PX 040.1/1WN/HJC7A.UNNN;GACC PX;040.1/1WN/HJC7A.UNNN;n/a;finoox;247-1BCS.1H0.3Y1.RZTF-P13.00.0000.000;GACC PX 040.1H/17-ANW_.E_PC;2346;A;1;1;1734;Axial;4,905;4,046;5,504;4,552;20,3;3062;1310;12;VT0605;0,205;0,85;;51,5;73,04;6,9;;;;gacc1;1006;560;565;680;406;33,8;16;28;n/a;Inclusive;138;172;No;No;No;400;AC motor;50;W;;;;;;;;;;;no;no;H;F;Powder coated;7;16;8;yes;piece;1
GACC PX 040.1/4WN/FJC7E.UNNN;GACC PX;040.1/4WN/FJC7E.UNNN;n/a;finoox;247-1BK5.1H0.3XR.SJ7P-P13.00.0800.000;GACC PX 040.1F/47-ENW_.E_PC;8193;E;4;1;1734;Axial;16,604;13,321;18,183;14,918;60,89;12859;1310;16;VT0605;0,806;0,85;;56,74;79,06;19,5;400V 3Ph+N 50/60Hz - 7,0kW;;;gacc4a;3046;560;565;680;406;102,8;22;42;n/a;Inclusive;380;688;No;Yes;No;400;AC motor;50;W;H04BC29200690230;H01AB29200709230;;AY7.004833.1;7;100;2920;3;50;2920;no;no;F;F;Powder coated;7;4;6;yes;piece;1
GACC PX 040.1/2WN/HJC7E.UNNN;GACC PX;040.1/2WN/HJC7E.UNNN;n/a;finoox;247-1BGM.1H0.3XZ.SJ5R-P13.00.0800.000;GACC PX 040.1H/27-ENW_.E_PC;4664;E;2;1;1734;Axial;9,827;8,128;11,028;9,145;40,59;6125;1310;13;VT0605;0,41;0,85;;54,23;76,05;13,2;400V 3Ph+N 50/60Hz - 4,4kW;;;gacc2;1686;560;565;1360;406;65;22;35;n/a;Inclusive;201;344;No;Yes;No;400;AC motor;50;W;H04BC15600363230;H01AB15600385230;;AY7.004827.1;9;100;1560;3;50;1560;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC PX 031.1/2XN/DHE4E.TANN;GACC PX;031.1/2XN/DHE4E.TANN;n/a;finoox;247-1BDM.1GX.3XC.S5NU-P13.01.0800.100;GACC PX 031.1D/24-ENX_.E_Epoxy;3265;E;2;1;1731;Axial;4,38;3,541;4,937;4,104;17,71;3388;1500;10;VT0603;0,292;0,55;;46,04;67,52;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;28,1;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;60;X;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/2XN/DHE4E.UNNN;GACC PX;031.1/2XN/DHE4E.UNNN;n/a;finoox;247-1BDM.1GX.3XC.S5NU-P13.00.0800.000;GACC PX 031.1D/24-ENX_.E_Epoxy;2762;E;2;1;1731;Axial;4,38;3,541;4,937;4,104;17,71;3388;1500;10;VT0603;0,292;0,55;;46,04;67,52;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;28,1;16;22;Inclusive;n/a;201;302;No;Yes;No;315;AC motor;60;X;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/3XN/DHE4E.UANN;GACC PX;031.1/3XN/DHE4E.UANN;n/a;finoox;247-1BH1.1GX.3XC.S5NT-P13.00.0800.100;GACC PX 031.1D/34-ENX_.E_Epoxy;4161;E;3;1;1731;Axial;6,776;5,266;7,322;5,839;26,56;5082;1500;10;VT0603;0,438;0,55;;47,61;69,28;5,3;230V 1Ph+N 50/60Hz - 2,2kW;;;gacc3;1672;430;455;1380;332;39,1;16;22;Inclusive;n/a;272;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC15800368230;H01AB15600385230;;AY7.004718.1;4;100;1580;2;50;1560;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/1XN/DHE7E.TANN;GACC PX;031.1/1XN/DHE7E.TANN;n/a;finoox;247-1BAH.1GX.3XE.RVN2-P13.01.0800.100;GACC PX 031.1D/17-ENX_.E_Epoxy;2083;E;1;1;1731;Axial;1,709;1,277;1,831;6,165;5,3;1845;1500;9;VT0603;0,144;0,55;;43,22;64,51;1,9;230V 1Ph+N 50/60Hz - 0,9kW;;;gacc1;752;430;455;460;332;16,3;12;12;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;60;X;H04BC06600147230;H01AB06400162230;;AY7.004699.1;4;100;660;2;50;640;no;no;D;F;Epoxy coated aluminum;7;32;4;yes;piece;1
GACC PX 031.1/3XN/HHE7A.UANN;GACC PX;031.1/3XN/HHE7A.UANN;n/a;finoox;247-1BHN.1GX.3XM.RZUW-P13.00.0000.100;GACC PX 031.1H/37-ANX_.E_Epoxy;3562;A;3;1;1731;Axial;8,522;6,903;9,36;7,762;31,79;4873;1500;9;VT0603;0,44;0,55;;47,61;69,28;10,7;;;;gacc3;1672;430;455;1380;332;48,7;16;35;Inclusive;n/a;272;Inclusive;Yes;No;No;315;AC motor;60;X;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 031.1/3XN/HHE7A.TNNN;GACC PX;031.1/3XN/HHE7A.TNNN;n/a;finoox;247-1BHN.1GX.3XM.RZUW-P13.01.0000.000;GACC PX 031.1H/37-ANX_.E_Epoxy;3381;A;3;1;1731;Axial;8,522;6,903;9,36;7,762;31,79;4873;1500;9;VT0603;0,44;0,55;;47,61;69,28;10,7;;;;gacc3;1672;430;455;1380;332;48,7;16;35;Inclusive;n/a;Inclusive;453;No;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 031.1/3XN/HHE7E.UANN;GACC PX;031.1/3XN/HHE7E.UANN;n/a;finoox;247-1BHP.1GX.3XM.RZUW-P13.00.0800.100;GACC PX 031.1H/37-ENX_.E_Epoxy;4870;E;3;1;1731;Axial;8,522;6,903;9,36;7,762;31,79;4873;1500;9;VT0603;0,44;0,55;;47,61;69,28;10,7;400V 3Ph+N 50/60Hz - 3,7kW;;;gacc3;1672;430;455;1380;332;52,7;16;35;Inclusive;n/a;272;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC15800368230;H01AB15600385230;;AY7.004824.1;8;100;1580;2;50;1560;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 031.1/2XN/DHE7A.UNNN;GACC PX;031.1/2XN/DHE7A.UNNN;n/a;finoox;247-1BDN.1GX.3XD.S5NL-P13.00.0000.000;GACC PX 031.1D/27-ANX_.E_Epoxy;1712;A;2;1;1731;Axial;3,449;2,601;3,693;;10,6;3690;1500;10;VT0603;0,288;0,55;;46,04;67,52;3,6;;;;gacc2;1212;430;455;920;332;25,9;16;18;Inclusive;n/a;201;302;No;No;No;315;AC motor;60;X;;;;;;;;;;;no;no;D;F;Epoxy coated aluminum;7;16;4;yes;piece;1
GACC PX 031.1/1XN/FHE7A.UNNN;GACC PX;031.1/1XN/FHE7A.UNNN;n/a;finoox;247-1BB6.1GX.3XK.S5NM-P13.00.0000.000;GACC PX 031.1F/17-ANX_.E_Epoxy;1298;A;1;1;1731;Axial;2,286;1,87;2,572;2,094;7,95;1729;1500;9;VT0603;0,146;0,55;;43,22;64,51;2,8;;;;gacc1;752;430;455;460;332;17,7;16;18;Inclusive;n/a;139;151;No;No;No;315;AC motor;60;X;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;24;6;yes;piece;1
GACC PX 031.1/3XN/FHE7E.TNNN;GACC PX;031.1/3XN/FHE7E.TNNN;n/a;finoox;247-1BHB.1GX.3XH.S5NR-P13.01.0800.000;GACC PX 031.1F/37-ENX_.E_Epoxy;4124;E;3;1;1731;Axial;7,161;5,354;7,641;5,865;23,84;5187;1500;10;VT0603;0,437;0,55;;47,61;69,28;7,8;230V 1Ph+N 50/60Hz - 3,0kW;;;gacc3;1672;430;455;1380;332;45,9;16;22;Inclusive;n/a;Inclusive;453;No;Yes;Yes;315;AC motor;60;X;H04BC15800368230;H01AB15600385230;;AY7.004719.1;6;100;1580;2;50;1560;no;no;F;F;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC PX 031.1/2XN/HHE7A.UNNN;GACC PX;031.1/2XN/HHE7A.UNNN;n/a;finoox;247-1BEU.1GX.3XN.RQV5-P13.00.0000.000;GACC PX 031.1H/27-ANX_.E_Epoxy;2024;A;2;1;1731;Axial;5,738;4,475;6,168;4,937;21,19;3249;1500;9;VT0603;0,293;0,55;;46,04;67,52;7,1;;;;gacc2;1212;430;455;920;332;33,9;16;22;Inclusive;n/a;201;302;No;No;No;315;AC motor;60;X;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC PX 031.1/2XN/HHA7E.UANN;GACC PX;031.1/2XN/HHA7E.UANN;n/a;finoox;247-1BET.1GX.3XN.RQV5-P13.00.0800.100;GACC PX 031.1H/27-ENX_.E;3243;E;2;1;1731;Axial;5,79;4,508;6,219;4,962;21,19;3249;1500;9;VT0603;0,293;0,55;;46,04;67,52;7,1;230V 1Ph+N 50/60Hz - 2,6kW;;;gacc2;1212;430;455;920;332;36,8;16;22;n/a;n/a;201;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC11200258230;H01AB11000273230;;AY7.004717.1;8;100;1120;2;50;1100;no;no;H;F;Aluminum;7;16;8;yes;piece;1
GACC PX 031.1/2XN/DHA4E.UANN;GACC PX;031.1/2XN/DHA4E.UANN;n/a;finoox;247-1BDH.1GX.3XC.S5NU-P13.00.0800.100;GACC PX 031.1D/24-ENX_.E;2749;E;2;1;1731;Axial;4,469;3,613;5,025;4,17;17,71;3388;1500;10;VT0603;0,292;0,55;;46,04;67,52;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;28,1;16;22;n/a;n/a;201;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Aluminum;4;8;4;yes;piece;1
GACC PX 031.1/3XN/DHA4E.TANN;GACC PX;031.1/3XN/DHA4E.TANN;n/a;finoox;247-1BGZ.1GX.3XC.S5NT-P13.01.0800.100;GACC PX 031.1D/34-ENX_.E;4006;E;3;1;1731;Axial;6,914;5,356;7,466;5,932;26,56;5082;1500;10;VT0603;0,438;0,55;;47,61;69,28;5,3;230V 1Ph+N 50/60Hz - 2,2kW;;;gacc3;1672;430;455;1380;332;39,1;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;60;X;H04BC15800368230;H01AB15600385230;;AY7.004718.1;4;100;1580;2;50;1560;no;no;D;F;Aluminum;4;8;4;yes;piece;1
GACC PX 031.1/1XN/FHC4E.TNNN;GACC PX;031.1/1XN/FHC4E.TNNN;n/a;finoox;247-1BB9.1GX.3XK.S5NN-P13.01.0800.000;GACC PX 031.1F/14-ENX_.E_PC;2787;E;1;1;1731;Axial;2,576;2,031;2,82;2,267;13,79;1524;1500;8;VT0603;0,147;0,55;;43,22;64,51;2,8;230V 1Ph+N 50/60Hz - 1,2kW;;;gacc1;752;430;455;460;332;19,2;16;18;n/a;Inclusive;Inclusive;151;No;Yes;Yes;315;AC motor;60;X;H04BC06600147230;H01AB06400162230;;AY7.004711.1;6;100;660;2;50;640;no;no;F;F;Powder coated;4;24;6;yes;piece;1
GACC PX 031.1/2XN/DHC4E.TNNN;GACC PX;031.1/2XN/DHC4E.TNNN;n/a;finoox;247-1BDR.1GX.3XC.S5NU-P13.01.0800.000;GACC PX 031.1D/24-ENX_.E_PC;3119;E;2;1;1731;Axial;3,977;3,216;4,488;3,728;18,38;3388;1500;10;VT0603;0,292;0,55;;46,04;67,52;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;28,1;16;22;n/a;Inclusive;Inclusive;302;No;Yes;Yes;315;AC motor;60;X;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Powder coated;4;8;4;yes;piece;1
GACC PX 031.1/3XN/DHC4E.UANN;GACC PX;031.1/3XN/DHC4E.UANN;n/a;finoox;247-1BH3.1GX.3XC.S5NT-P13.00.0800.100;GACC PX 031.1D/34-ENX_.E_PC;4373;E;3;1;1731;Axial;6,171;4,782;6,697;5,303;27,58;5082;1500;10;VT0603;0,438;0,55;;47,61;69,28;5,3;230V 1Ph+N 50/60Hz - 2,2kW;;;gacc3;1672;430;455;1380;332;39,1;16;22;n/a;Inclusive;272;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC15800368230;H01AB15600385230;;AY7.004718.1;4;100;1580;2;50;1560;no;no;D;F;Powder coated;4;8;4;yes;piece;1
GACC PX 031.1/1XN/DHC7E.UANN;GACC PX;031.1/1XN/DHC7E.UANN;n/a;finoox;247-1BAM.1GX.3XE.RVN2-P13.00.0800.100;GACC PX 031.1D/17-ENX_.E_PC;2003;E;1;1;1731;Axial;1,623;1,209;1,739;5,542;5,49;1845;1500;9;VT0603;0,144;0,55;;43,22;64,51;1,9;230V 1Ph+N 50/60Hz - 0,9kW;;;gacc1;752;430;455;460;332;16,3;12;12;n/a;Inclusive;139;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC06600147230;H01AB06400162230;;AY7.004699.1;4;100;660;2;50;640;no;no;D;F;Powder coated;7;32;4;yes;piece;1
GACC PX 031.1/1XN/DHC7E.UNNN;GACC PX;031.1/1XN/DHC7E.UNNN;n/a;finoox;247-1BAM.1GX.3XE.RVN2-P13.00.0800.000;GACC PX 031.1D/17-ENX_.E_PC;1852;E;1;1;1731;Axial;1,623;1,209;1,739;5,542;5,49;1845;1500;9;VT0603;0,144;0,55;;43,22;64,51;1,9;230V 1Ph+N 50/60Hz - 0,9kW;;;gacc1;752;430;455;460;332;16,3;12;12;n/a;Inclusive;139;151;No;Yes;No;315;AC motor;60;X;H04BC06600147230;H01AB06400162230;;AY7.004699.1;4;100;660;2;50;640;no;no;D;F;Powder coated;7;32;4;yes;piece;1
GACC PX 031.1/1XN/FHC7A.TANN;GACC PX;031.1/1XN/FHC7A.TANN;n/a;finoox;247-1BBA.1GX.3XK.S5NM-P13.01.0000.100;GACC PX 031.1F/17-ANX_.E_PC;1658;A;1;1;1731;Axial;2,223;1,772;2,439;1,988;8,24;1729;1500;9;VT0603;0,146;0,55;;43,22;64,51;2,8;;;;gacc1;752;430;455;460;332;17,7;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;F;Powder coated;7;24;6;yes;piece;1
GACC PX 031.1/1XN/FHC7E.UANN;GACC PX;031.1/1XN/FHC7E.UANN;n/a;finoox;247-1BBB.1GX.3XK.S5NM-P13.00.0800.100;GACC PX 031.1F/17-ENX_.E_PC;2401;E;1;1;1731;Axial;2,223;1,772;2,439;1,988;8,24;1729;1500;9;VT0603;0,146;0,55;;43,22;64,51;2,8;230V 1Ph+N 50/60Hz - 1,2kW;;;gacc1;752;430;455;460;332;19,1;16;18;n/a;Inclusive;139;Inclusive;Yes;Yes;No;315;AC motor;60;X;H04BC06600147230;H01AB06400162230;;AY7.004711.1;6;100;660;2;50;640;no;no;F;F;Powder coated;7;24;6;yes;piece;1
GACC PX 050.2/3JN/HNE7A.TANN;GACC PX;050.2/3JN/HNE7A.TANN;n/a;finoox;247-1B8M.0J3.3YJ.S5P1-P13.01.0000.100;GACC PX 050.2H/37-ANJ_.E_Epoxy;9400;A;3;1;615;Axial;33,328;26,799;36,364;29,88;120,93;19427;1560;22;VT01163U;1,904;1,4;;59,97;82,58;40;;;;gacc3a;3377;623;755;1000;486;169,7;28;54;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;60;J;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;4;8;yes;piece;1
GACC PX 050.2/2JN/JNE7E.UNNN;GACC PX;050.2/2JN/JNE7E.UNNN;n/a;finoox;247-1B7Z.0J3.3YG.SJAE-P13.00.0800.000;GACC PX 050.2J/27-ENJ_.E_Epoxy;9220;E;2;1;615;Axial;25,386;20,556;27,733;22,946;100,77;12642;1560;20;VT01163U;1,298;1,4;;58,56;80,82;33,9;2x400V 3PH+N 50/60Hz - 9,9kW;;;gacc2a;2377;623;755;1000;486;147,7;22;54;Inclusive;n/a;231;404;No;Yes;No;500;AC motor;60;J;H04BC22000517230;H01AC22000537230;;AY7.004830.1;16;100;2200;3;50;2200;no;no;J;F;Epoxy coated aluminum;7;6;10;yes;piece;1
GACC PX 050.2/4JN/HNA7A.TNNN;GACC PX;050.2/4JN/HNA7A.TNNN;n/a;finoox;247-1B97.0J3.3YJ.S5P0-P13.01.0000.000;GACC PX 050.2H/47-ANJ_.E;10194;A;4;1;615;Axial;45,398;34,848;48,501;38,207;161,24;25903;1560;23;VT01163U;2,539;1,4;;60,9;83,83;52,4;;;;gacc4a;4387;623;755;1000;486;220,1;28;54;n/a;n/a;Inclusive;808;No;No;Yes;500;AC motor;60;J;;;;;;;;;;;no;no;H;F;Aluminum;7;4;8;yes;piece;1
GACC PX 050.2/2JN/FNA7A.UNNN;GACC PX;050.2/2JN/FNA7A.UNNN;n/a;finoox;247-1B6D.0J3.3Y5.SJ7G-P13.00.0000.000;GACC PX 050.2F/27-ANJ_.E;4462;A;2;1;615;Axial;18,32;14,523;19,884;16,116;60,46;13264;1560;21;VT01163U;1,24;1,4;;58,56;80,82;20,7;;;;gacc2a;2377;623;755;1000;486;104,2;22;42;n/a;n/a;231;404;No;No;No;500;AC motor;60;J;;;;;;;;;;;no;no;F;F;Aluminum;7;6;6;yes;piece;1
GACC PX 050.2/2JN/HNA7E.UANN;GACC PX;050.2/2JN/HNA7E.UANN;n/a;finoox;247-1B75.0J3.3YB.SJ7B-P13.00.0800.100;GACC PX 050.2H/27-ENJ_.E;8190;E;2;1;615;Axial;22,653;17,35;24,205;19,025;80,62;12951;1560;21;VT01163U;1,269;1,4;;58,56;80,82;27;2x400V 3Ph+N 50/60Hz - 8,4kW;;;gacc2a;2377;623;755;1000;486;129,8;22;42;n/a;n/a;231;Inclusive;Yes;Yes;No;500;AC motor;60;J;H04BC22000517230;H01AC22000537230;;AY7.004829.1;13;100;2200;3;50;2200;no;no;H;F;Aluminum;7;8;8;yes;piece;1
