TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC PX 040.1/41N/FJA7E.TNNN;GACC PX;040.1/41N/FJA7E.TNNN;n/a;finoox;247-1BK1.1U1.3XR.SJ7P-P13.01.0800.000;GACC PX 040.1F/47-EN1_.E;8698;E;4;1;2109;Axial;17,305;13,912;18,957;15,592;58,74;12277;1200;15;VT03090U;0,681;1,3;;49,14;71,46;19,5;400V 3Ph+N 50/60Hz - 7,0kW;;;gacc4a;3046;560;565;680;406;95,7;22;42;n/a;n/a;Inclusive;688;No;Yes;Yes;400;EC motor;5060;1;H04BC29200690230;H01AB29200709230;;AY7.004833.1;7;100;2920;3;50;2920;no;no;F;F;Aluminum;7;4;6;yes;piece;1
GACC PX 040.1/21N/HJC4E.UANN;GACC PX;040.1/21N/HJC4E.UANN;n/a;finoox;247-1BGK.1U1.3XZ.SJ61-P13.00.0800.100;GACC PX 040.1H/24-EN1_.E_PC;6457;E;2;1;2109;Axial;10,377;8,452;11,454;9,586;67,94;4985;1200;10;VT03090U;0,341;1,3;;46,94;68,76;13,2;400V 3Ph+N 50/60Hz - 4,4kW;;;gacc2;1686;560;565;1360;406;62,3;22;35;n/a;Inclusive;207;Inclusive;Yes;Yes;No;400;EC motor;5060;1;H04BC15600363230;H01AB15600385230;;AY7.004827.1;9;100;1560;3;50;1560;no;no;H;F;Powder coated;4;8;8;yes;piece;1
GACC PX 040.1/31N/HJC7A.UANN;GACC PX;040.1/31N/HJC7A.UANN;n/a;finoox;247-1BJS.1U1.3XZ.SJ5H-P13.00.0000.100;GACC PX 040.1H/37-AN1_.E_PC;6100;A;3;1;2109;Axial;14,826;11,404;15,86;12,523;60,89;8684;1200;13;VT03090U;0,511;1,3;;48,05;70,13;19,2;;;;gacc3a;2366;560;565;680;406;78;22;35;n/a;Inclusive;299;Inclusive;Yes;No;No;400;EC motor;5060;1;;;;;;;;;;;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC PX 050.2/4SN/HNE7A.UNNN;GACC PX;050.2/4SN/HNE7A.UNNN;n/a;finoox;247-1B9B.0CD.3YJ.S5P0-P13.00.0000.000;GACC PX 050.2H/47-ANS_.E_Epoxy;10766;A;4;1;421;Axial;45,641;35,005;48,768;38,367;161,24;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;;;;gacc4a;4387;623;755;1000;486;219,9;28;54;Inclusive;n/a;499;808;No;No;No;500;AC motor;50;S;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;4;8;yes;piece;1
GACC PX 050.2/4SN/HNE7E.TNNN;GACC PX;050.2/4SN/HNE7E.TNNN;n/a;finoox;247-1B9D.0CD.3YJ.S5P0-P13.01.0800.000;GACC PX 050.2H/47-ENS_.E_Epoxy;15700;E;4;1;421;Axial;45,641;35,005;48,768;38,367;161,24;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;2x400V 3PH+N 50/60Hz - 15,7kW;;;gacc4a;4387;623;755;1000;486;236,9;28;54;Inclusive;n/a;Inclusive;808;No;Yes;Yes;500;AC motor;50;S;H07EC42500970230;H08FD42601032230;;AY7.004835.1;13;150;4250;3;150;4260;no;no;H;F;Epoxy coated aluminum;7;4;8;yes;piece;1
GACC PX 050.2/4SN/HNE7E.UNNN;GACC PX;050.2/4SN/HNE7E.UNNN;n/a;finoox;247-1B9D.0CD.3YJ.S5P0-P13.00.0800.000;GACC PX 050.2H/47-ENS_.E_Epoxy;15201;E;4;1;421;Axial;45,641;35,005;48,768;38,367;161,24;26634;1390;24;VT01162;2,491;1,8;;59,6;82,53;52,4;2x400V 3PH+N 50/60Hz - 15,7kW;;;gacc4a;4387;623;755;1000;486;236,9;28;54;Inclusive;n/a;499;808;No;Yes;No;500;AC motor;50;S;H07EC42500970230;H08FD42601032230;;AY7.004835.1;13;150;4250;3;150;4260;no;no;H;F;Epoxy coated aluminum;7;4;8;yes;piece;1
GACC PX 050.2/2SN/HNE7E.UNNN;GACC PX;050.2/2SN/HNE7E.UNNN;n/a;finoox;247-1B79.0CD.3YB.SJ7B-P13.00.0800.000;GACC PX 050.2H/27-ENS_.E_Epoxy;8361;E;2;1;421;Axial;22,774;17,427;24,338;19,104;80,62;13317;1390;22;VT01162;1,246;1,8;;57,26;79,52;27;2x400V 3Ph+N 50/60Hz - 8,4kW;;;gacc2a;2377;623;755;1000;486;129,7;22;42;Inclusive;n/a;231;404;No;Yes;No;500;AC motor;50;S;H04BC22000517230;H01AC22000537230;;AY7.004829.1;13;100;2200;3;50;2200;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 050.2/3SN/HNA7E.UNNN;GACC PX;050.2/3SN/HNA7E.UNNN;n/a;finoox;247-1B8K.0CD.3YJ.S5P1-P13.00.0800.000;GACC PX 050.2H/37-ENS_.E;11371;E;3;1;421;Axial;34,111;27,372;37,176;30,472;120,93;19975;1390;23;VT01162;1,868;1,8;;58,67;81,28;40;2x400V 3Ph+N 50/60Hz - 12,2kW;;;gacc3a;3377;623;755;1000;486;185,5;28;54;n/a;n/a;336;606;No;Yes;No;500;AC motor;50;S;H04BC32000757230;H01AC32000777230;;AY7.004834.1;13;100;3200;3;50;3200;no;no;H;F;Aluminum;7;4;8;yes;piece;1
GACC PX 050.2/2SN/FNA7A.TANN;GACC PX;050.2/2SN/FNA7A.TANN;n/a;finoox;247-1B6D.0CD.3Y5.SJ7G-P13.01.0000.100;GACC PX 050.2F/27-ANS_.E;5097;A;2;1;421;Axial;18,583;14,703;20,146;16,335;60,46;13679;1390;22;VT01162;1,222;1,8;;57,26;79,52;20,7;;;;gacc2a;2377;623;755;1000;486;104;22;42;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;50;S;;;;;;;;;;;no;no;F;F;Aluminum;7;6;6;yes;piece;1
GACC PX 050.2/2SN/HNA7A.UNNN;GACC PX;050.2/2SN/HNA7A.UNNN;n/a;finoox;247-1B73.0CD.3YB.SJ7B-P13.00.0000.000;GACC PX 050.2H/27-ANS_.E;5055;A;2;1;421;Axial;22,951;17,538;24,522;19,204;80,62;13317;1390;22;VT01162;1,246;1,8;;57,26;79,52;27;;;;gacc2a;2377;623;755;1000;486;118,6;22;42;n/a;n/a;231;404;No;No;No;500;AC motor;50;S;;;;;;;;;;;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 050.2/3SN/HNC7E.TNNN;GACC PX;050.2/3SN/HNC7E.TNNN;n/a;finoox;247-1B8T.0CD.3YJ.S5P1-P13.01.0800.000;GACC PX 050.2H/37-ENS_.E_PC;12970;E;3;1;421;Axial;32,135;25,695;34,931;28,604;125,36;19975;1390;23;VT01162;1,868;1,8;;58,67;81,28;40;2x400V 3Ph+N 50/60Hz - 12,2kW;;;gacc3a;3377;623;755;1000;486;185,5;28;54;n/a;Inclusive;Inclusive;606;No;Yes;Yes;500;AC motor;50;S;H04BC32000757230;H01AC32000777230;;AY7.004834.1;13;100;3200;3;50;3200;no;no;H;F;Powder coated;7;4;8;yes;piece;1
GACC PX 031.1/11N/FHE4A.UANN;GACC PX;031.1/11N/FHE4A.UANN;n/a;finoox;247-1BB4.1TZ.3XK.S5NN-P13.00.0000.100;GACC PX 031.1F/14-AN1_.E_Epoxy;1690;A;1;1;2107;Axial;2,695;2,14;2,959;2,406;13,28;1398;1350;7;VT03189;0,086;0,7;;40,72;62,01;2,8;;;;gacc1;752;430;455;460;332;16,6;16;18;Inclusive;n/a;143;Inclusive;Yes;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;4;24;6;yes;piece;1
GACC PX 031.1/31N/DHE4A.TANN;GACC PX;031.1/31N/DHE4A.TANN;n/a;finoox;247-1BH0.1TZ.3XC.S5NT-P13.01.0000.100;GACC PX 031.1D/34-AN1_.E_Epoxy;4016;A;3;1;2107;Axial;6,546;5,116;7,086;5,681;26,56;4761;1350;9;VT03189;0,259;0,7;;45,11;66,78;5,3;;;;gacc3;1672;430;455;1380;332;33,1;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/31N/DHE4E.TANN;GACC PX;031.1/31N/DHE4E.TANN;n/a;finoox;247-1BH1.1TZ.3XC.S5NT-P13.01.0800.100;GACC PX 031.1D/34-EN1_.E_Epoxy;4796;E;3;1;2107;Axial;6,546;5,116;7,086;5,681;26,56;4761;1350;9;VT03189;0,259;0,7;;45,11;66,78;5,3;230V 1Ph+N 50/60Hz - 2,2kW;;;gacc3;1672;430;455;1380;332;35,5;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004718.1;4;100;1580;2;50;1560;no;no;D;F;Epoxy coated aluminum;4;8;4;yes;piece;1
GACC PX 031.1/11N/DHE7E.TANN;GACC PX;031.1/11N/DHE7E.TANN;n/a;finoox;247-1BAH.1TZ.3XE.RVN2-P13.01.0800.100;GACC PX 031.1D/17-EN1_.E_Epoxy;2204;E;1;1;2107;Axial;1,684;1,262;1,805;1,387;5,3;1776;1350;9;VT03189;0,087;0,7;;40,72;62,01;1,9;230V 1Ph+N 50/60Hz - 0,9kW;;;gacc1;752;430;455;460;332;15,1;12;12;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC06600147230;H01AB06400162230;;AY7.004699.1;4;100;660;2;50;640;no;no;D;F;Epoxy coated aluminum;7;32;4;yes;piece;1
GACC PX 031.1/31N/HHE7A.UNNN;GACC PX;031.1/31N/HHE7A.UNNN;n/a;finoox;247-1BHN.1TZ.3XM.RZUW-P13.00.0000.000;GACC PX 031.1H/37-AN1_.E_Epoxy;3461;A;3;1;2107;Axial;8,18;6,652;9,008;7,496;31,79;4528;1350;8;VT03189;0,259;0,7;;45,11;66,78;10,7;;;;gacc3;1672;430;455;1380;332;45,1;16;35;Inclusive;n/a;284;453;No;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;8;8;yes;piece;1
GACC PX 031.1/21N/DHE7A.UANN;GACC PX;031.1/21N/DHE7A.UANN;n/a;finoox;247-1BDN.1TZ.3XD.S5NL-P13.00.0000.100;GACC PX 031.1D/27-AN1_.E_Epoxy;2246;A;2;1;2107;Axial;3,4;2,57;3,639;2,821;10,6;3552;1350;10;VT03189;0,173;0,7;;43,54;65,02;3,6;;;;gacc2;1212;430;455;920;332;23,5;16;18;Inclusive;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;D;F;Epoxy coated aluminum;7;16;4;yes;piece;1
GACC PX 031.1/21N/FHE7A.UANN;GACC PX;031.1/21N/FHE7A.UANN;n/a;finoox;247-1BEC.1TZ.3XJ.S5NQ-P13.00.0000.100;GACC PX 031.1F/27-AN1_.E_Epoxy;2319;A;2;1;2107;Axial;4,641;3,576;4,987;3,934;15,89;3264;1350;9;VT03189;0,173;0,7;;43,54;65,02;5,3;;;;gacc2;1212;430;455;920;332;27,4;16;18;Inclusive;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;16;6;yes;piece;1
GACC PX 031.1/21N/FHE7A.TNNN;GACC PX;031.1/21N/FHE7A.TNNN;n/a;finoox;247-1BEC.1TZ.3XJ.S5NQ-P13.01.0000.000;GACC PX 031.1F/27-AN1_.E_Epoxy;2221;A;2;1;2107;Axial;4,641;3,576;4,987;3,934;15,89;3264;1350;9;VT03189;0,173;0,7;;43,54;65,02;5,3;;;;gacc2;1212;430;455;920;332;27,4;16;18;Inclusive;n/a;Inclusive;302;No;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;16;6;yes;piece;1
GACC PX 031.1/31N/FHE7E.TNNN;GACC PX;031.1/31N/FHE7E.TNNN;n/a;finoox;247-1BHB.1TZ.3XH.S5NR-P13.01.0800.000;GACC PX 031.1F/37-EN1_.E_Epoxy;4488;E;3;1;2107;Axial;6,98;5,249;7,452;5,763;23,84;4896;1350;9;VT03189;0,26;0,7;;45,11;66,78;7,8;230V 1Ph+N 50/60Hz - 3,0kW;;;gacc3;1672;430;455;1380;332;42,3;16;22;Inclusive;n/a;Inclusive;453;No;Yes;Yes;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004719.1;6;100;1580;2;50;1560;no;no;F;F;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC PX 031.1/31N/FHE7E.UNNN;GACC PX;031.1/31N/FHE7E.UNNN;n/a;finoox;247-1BHB.1TZ.3XH.S5NR-P13.00.0800.000;GACC PX 031.1F/37-EN1_.E_Epoxy;4204;E;3;1;2107;Axial;6,98;5,249;7,452;5,763;23,84;4896;1350;9;VT03189;0,26;0,7;;45,11;66,78;7,8;230V 1Ph+N 50/60Hz - 3,0kW;;;gacc3;1672;430;455;1380;332;42,3;16;22;Inclusive;n/a;284;453;No;Yes;No;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004719.1;6;100;1580;2;50;1560;no;no;F;F;Epoxy coated aluminum;7;12;6;yes;piece;1
GACC PX 031.1/21N/HHE7A.UANN;GACC PX;031.1/21N/HHE7A.UANN;n/a;finoox;247-1BEU.1TZ.3XN.RQV5-P13.00.0000.100;GACC PX 031.1H/27-AN1_.E_Epoxy;2561;A;2;1;2107;Axial;5,508;4,31;5,935;4,775;21,19;3019;1350;8;VT03189;0,173;0,7;;43,54;65,02;7,1;;;;gacc2;1212;430;455;920;332;31,5;16;22;Inclusive;n/a;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;7;16;8;yes;piece;1
GACC PX 031.1/21N/DHA7E.TANN;GACC PX;031.1/21N/DHA7E.TANN;n/a;finoox;247-1BDK.1TZ.3XD.S5NL-P13.01.0800.100;GACC PX 031.1D/27-EN1_.E;2995;E;2;1;2107;Axial;3,434;2,593;3,679;13,582;10,6;3552;1350;10;VT03189;0,173;0,7;;43,54;65,02;3,6;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,2;16;18;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Aluminum;7;16;4;yes;piece;1
GACC PX 031.1/21N/DHA7E.UANN;GACC PX;031.1/21N/DHA7E.UANN;n/a;finoox;247-1BDK.1TZ.3XD.S5NL-P13.00.0800.100;GACC PX 031.1D/27-EN1_.E;2791;E;2;1;2107;Axial;3,434;2,593;3,679;13,582;10,6;3552;1350;10;VT03189;0,173;0,7;;43,54;65,02;3,6;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,2;16;18;n/a;n/a;204;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Aluminum;7;16;4;yes;piece;1
GACC PX 031.1/11N/FHA7E.UANN;GACC PX;031.1/11N/FHA7E.UANN;n/a;finoox;247-1BB3.1TZ.3XK.S5NM-P13.00.0800.100;GACC PX 031.1F/17-EN1_.E;2310;E;1;1;2107;Axial;2,25;1,843;2,531;2,066;7,95;1632;1350;8;VT03189;0,087;0,7;;40,72;62,01;2,8;230V 1Ph+N 50/60Hz - 1,2kW;;;gacc1;752;430;455;460;332;17,9;16;18;n/a;n/a;143;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BC06600147230;H01AB06400162230;;AY7.004711.1;6;100;660;2;50;640;no;no;F;F;Aluminum;7;24;6;yes;piece;1
GACC PX 031.1/31N/FHA7A.UNNN;GACC PX;031.1/31N/FHA7A.UNNN;n/a;finoox;247-1BH8.1TZ.3XH.S5NR-P13.00.0000.000;GACC PX 031.1F/37-AN1_.E;2836;A;3;1;2107;Axial;7,044;5,287;7,519;5,801;23,84;4896;1350;9;VT03189;0,26;0,7;;45,11;66,78;7,8;;;;gacc3;1672;430;455;1380;332;38,6;16;22;n/a;n/a;284;453;No;No;No;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Aluminum;7;12;6;yes;piece;1
GACC PX 031.1/21N/DHC4E.TNNN;GACC PX;031.1/21N/DHC4E.TNNN;n/a;finoox;247-1BDR.1TZ.3XC.S5NU-P13.01.0800.000;GACC PX 031.1D/24-EN1_.E_PC;3357;E;2;1;2107;Axial;3,85;3,12;4,352;3,625;18,38;3174;1350;9;VT03189;0,173;0,7;;43,54;65,02;3,7;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,7;16;22;n/a;Inclusive;Inclusive;302;No;Yes;Yes;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Powder coated;4;8;4;yes;piece;1
GACC PX 031.1/31N/HHC7A.TANN;GACC PX;031.1/31N/HHC7A.TANN;n/a;finoox;247-1BHQ.1TZ.3XM.RZUW-P13.01.0000.100;GACC PX 031.1H/37-AN1_.E_PC;4355;A;3;1;2107;Axial;7,579;6,282;8,496;7,083;32,95;4528;1350;8;VT03189;0,259;0,7;;45,11;66,78;10,7;;;;gacc3;1672;430;455;1380;332;45,1;16;35;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;H;F;Powder coated;7;8;8;yes;piece;1
GACC PX 031.1/21N/DHC7E.TANN;GACC PX;031.1/21N/DHC7E.TANN;n/a;finoox;247-1BDT.1TZ.3XD.S5NL-P13.01.0800.100;GACC PX 031.1D/27-EN1_.E_PC;3272;E;2;1;2107;Axial;3,219;2,434;3,456;2,671;10,98;3552;1350;10;VT03189;0,173;0,7;;43,54;65,02;3,6;230V 1Ph+N 50/60Hz - 1,6kW;;;gacc2;1212;430;455;920;332;25,2;16;18;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;315;EC motor;5060;1;H04BC11200258230;H01AB11000273230;;AY7.004715.1;4;100;1120;2;50;1100;no;no;D;F;Powder coated;7;16;4;yes;piece;1
GACC PX 031.1/11N/FHC7E.TNNN;GACC PX;031.1/11N/FHC7E.TNNN;n/a;finoox;247-1BBB.1TZ.3XK.S5NM-P13.01.0800.000;GACC PX 031.1F/17-EN1_.E_PC;2511;E;1;1;2107;Axial;2,159;1,727;2,375;1,94;8,24;1632;1350;8;VT03189;0,087;0,7;;40,72;62,01;2,8;230V 1Ph+N 50/60Hz - 1,2kW;;;gacc1;752;430;455;460;332;17,9;16;18;n/a;Inclusive;Inclusive;151;No;Yes;Yes;315;EC motor;5060;1;H04BC06600147230;H01AB06400162230;;AY7.004711.1;6;100;660;2;50;640;no;no;F;F;Powder coated;7;24;6;yes;piece;1
GACC PX 031.1/31N/FHC7A.TANN;GACC PX;031.1/31N/FHC7A.TANN;n/a;finoox;247-1BHC.1TZ.3XH.S5NR-P13.01.0000.100;GACC PX 031.1F/37-AN1_.E_PC;3993;A;3;1;2107;Axial;6,614;4,96;7,06;5,441;24,71;4896;1350;9;VT03189;0,26;0,7;;45,11;66,78;7,8;;;;gacc3;1672;430;455;1380;332;38,6;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;F;Powder coated;7;12;6;yes;piece;1
GACC PX 031.1/31N/FHC7E.UNNN;GACC PX;031.1/31N/FHC7E.UNNN;n/a;finoox;247-1BHD.1TZ.3XH.S5NR-P13.00.0800.000;GACC PX 031.1F/37-EN1_.E_PC;4344;E;3;1;2107;Axial;6,614;4,96;7,06;5,441;24,71;4896;1350;9;VT03189;0,26;0,7;;45,11;66,78;7,8;230V 1Ph+N 50/60Hz - 3,0kW;;;gacc3;1672;430;455;1380;332;42,3;16;22;n/a;Inclusive;284;453;No;Yes;No;315;EC motor;5060;1;H04BC15800368230;H01AB15600385230;;AY7.004719.1;6;100;1580;2;50;1560;no;no;F;F;Powder coated;7;12;6;yes;piece;1
GACC PX 040.1/2XN/HJE4A.UNNN;GACC PX;040.1/2XN/HJE4A.UNNN;n/a;finoox;247-1BGE.1H1.3XZ.SJ61-P13.00.0000.000;GACC PX 040.1H/24-ANX_.E_Epoxy;3893;A;2;1;1735;Axial;12,88;10,386;14,164;11,67;65,43;5886;1450;12;VT0605;0,567;1,1;;54,23;76,05;13,2;;;;gacc2;1686;560;565;1360;406;60,1;22;35;Inclusive;n/a;201;344;No;No;No;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Epoxy coated aluminum;4;8;8;yes;piece;1
GACC PX 040.1/2XN/HJE4E.UANN;GACC PX;040.1/2XN/HJE4E.UANN;n/a;finoox;247-1BGF.1H1.3XZ.SJ61-P13.00.0800.100;GACC PX 040.1H/24-ENX_.E_Epoxy;5691;E;2;1;1735;Axial;12,88;10,386;14,164;11,67;65,43;5886;1450;12;VT0605;0,567;1,1;;54,23;76,05;13,2;400V 3Ph+N 50/60Hz - 4,4kW;;;gacc2;1686;560;565;1360;406;65,8;22;35;Inclusive;n/a;201;Inclusive;Yes;Yes;No;400;AC motor;60;X;H04BC15600363230;H01AB15600385230;;AY7.004827.1;9;100;1560;3;50;1560;no;no;H;F;Epoxy coated aluminum;4;8;8;yes;piece;1
GACC PX 040.1/2XN/FJE7A.TNNN;GACC PX;040.1/2XN/FJE7A.TNNN;n/a;finoox;247-1BFS.1H1.3XT.S5NY-P13.01.0000.000;GACC PX 040.1F/27-ANX_.E_Epoxy;3237;A;2;1;1735;Axial;9,234;7,14;9,918;7,832;29,37;7088;1450;15;VT0605;0,544;1,1;;54,23;76,05;9,8;;;;gacc2;1686;560;565;1360;406;51,3;16;28;Inclusive;n/a;Inclusive;344;No;No;Yes;400;AC motor;60;X;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;10;6;yes;piece;1
GACC PX 040.1/4XN/FJE7E.UANN;GACC PX;040.1/4XN/FJE7E.UANN;n/a;finoox;247-1BK3.1H1.3XR.SJ7P-P13.00.0800.100;GACC PX 040.1F/47-ENX_.E_Epoxy;8603;E;4;1;1735;Axial;17,759;14,616;19,951;16,32;58,74;14176;1450;17;VT0605;1,087;1,1;;56,74;79,06;19,5;400V 3Ph+N 50/60Hz - 7,0kW;;;gacc4a;3046;560;565;680;406;102,8;22;42;Inclusive;n/a;380;Inclusive;Yes;Yes;No;400;AC motor;60;X;H04BC29200690230;H01AB29200709230;;AY7.004833.1;7;100;2920;3;50;2920;no;no;F;F;Epoxy coated aluminum;7;4;6;yes;piece;1
GACC PX 040.1/3XN/FJE7A.UNNN;GACC PX;040.1/3XN/FJE7A.UNNN;n/a;finoox;247-1BJ8.1H1.3XS.SJ5H-P13.00.0000.000;GACC PX 040.1F/37-ANX_.E_Epoxy;4140;A;3;1;1735;Axial;13,818;10,862;14,928;12,041;44,05;10632;1450;16;VT0605;0,815;1,1;;55,73;77,81;14,6;;;;gacc3a;2366;560;565;680;406;72,5;22;35;Inclusive;n/a;279;516;No;No;No;400;AC motor;60;X;;;;;;;;;;;no;no;F;F;Epoxy coated aluminum;7;6;6;yes;piece;1
GACC PX 040.1/2XN/FJA7A.UNNN;GACC PX;040.1/2XN/FJA7A.UNNN;n/a;finoox;247-1BFN.1H1.3XT.S5NY-P13.00.0000.000;GACC PX 040.1F/27-ANX_.E;2732;A;2;1;1735;Axial;9,321;7,205;10,004;7,918;29,37;7088;1450;15;VT0605;0,544;1,1;;54,23;76,05;9,8;;;;gacc2;1686;560;565;1360;406;51,3;16;28;n/a;n/a;201;344;No;No;No;400;AC motor;60;X;;;;;;;;;;;no;no;F;F;Aluminum;7;10;6;yes;piece;1
GACC PX 040.1/3XN/HJA7E.TANN;GACC PX;040.1/3XN/HJA7E.TANN;n/a;finoox;247-1BJP.1H1.3XZ.SJ5H-P13.01.0800.100;GACC PX 040.1H/37-ENX_.E;7211;E;3;1;1735;Axial;16,99;12,907;18,175;14,141;58,74;10107;1450;15;VT0605;0,83;1,1;;55,73;77,81;19,2;1x400V 3Ph+N 50/60Hz / 1x230V 1Ph+N 50/60Hz - 6,3kW;;;gacc3a;2366;560;565;680;406;90,8;22;35;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BC22400526230;H01AB22400546230;;AY7.004832.1;9;100;2240;3;50;2240;no;no;H;F;Aluminum;7;8;8;yes;piece;1
GACC PX 040.1/2XN/FJC7E.TNNN;GACC PX;040.1/2XN/FJC7E.TNNN;n/a;finoox;247-1BFX.1H1.3XT.S5NY-P13.01.0800.000;GACC PX 040.1F/27-ENX_.E_PC;4653;E;2;1;1735;Axial;8,775;6,774;9,423;7,42;30,45;7088;1450;15;VT0605;0,544;1,1;;54,23;76,05;9,8;400V 3Ph+N 50/60Hz - 3,7kW;;;gacc2;1686;560;565;1360;406;56;16;28;n/a;Inclusive;Inclusive;344;No;Yes;Yes;400;AC motor;60;X;H04BC15600363230;H01AB15600385230;;AY7.004825.1;7;100;1560;3;50;1560;no;no;F;F;Powder coated;7;10;6;yes;piece;1
GACC PX 040.1/1XN/HJC7A.TNNN;GACC PX;040.1/1XN/HJC7A.TNNN;n/a;finoox;247-1BCS.1H1.3Y1.RZTF-P13.01.0000.000;GACC PX 040.1H/17-ANX_.E_PC;2484;A;1;1;1735;Axial;5,273;4,232;5,765;4,737;20,3;3369;1450;13;VT0605;0,277;1,1;;51,5;73,04;6,9;;;;gacc1;1006;560;565;680;406;33,8;16;28;n/a;Inclusive;Inclusive;172;No;No;Yes;400;AC motor;60;X;;;;;;;;;;;no;no;H;F;Powder coated;7;16;8;yes;piece;1
