TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC RX 030.1/21M/DDE7A.;GASC RX;030.1/21M/DDE7A.;n/a;finoox;251-1HXP.0YG.3UH.S5QS-R23.;GASC RX 030.1A/27-AL1_.E_Epoxy;2229;A;2;1;1104;Axial;2,244;1,722;2,329;1,983;2,58;2,065;2,441;2,043;2,319;1,954;2,255;1,779;8,44;1829;1250;11;VT03034U;0,064;0,27;A;45,48;67,01;1,7;;;;GASC2;1644;580;234;1360;552;18,7;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC RX 030.1/11M/DFC7E.;GASC RX;030.1/11M/DFC7E.;n/a;finoox;251-1HWA.0YG.3UC.S5QV-R23.;GASC RX 030.1C/17-EL1_.E_PC;1503;E;1;1;1104;Axial;1,413;1,032;1,447;1,205;1,604;1,253;1,486;1,245;1,436;1,176;1,385;1,051;6,33;1101;1250;7;VT03034U;0,027;0,27;A;43,45;64,79;1,4;;;;GASC1;964;580;337;680;552;14,3;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 030.1/11M/DFC7A.;GASC RX;030.1/11M/DFC7A.;n/a;finoox;251-1HW9.0YG.3UC.S5QV-R23.;GASC RX 030.1C/17-AL1_.E_PC;1356;A;1;1;1104;Axial;1,413;1,032;1,447;1,205;1,604;1,253;1,486;1,245;1,436;1,176;1,385;1,051;6,33;1101;1250;7;VT03034U;0,027;0,27;A;43,45;64,79;1,4;;;;GASC1;964;580;337;680;552;12,5;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 020.1/31M/DDA7A.TNNN;GASC RX;020.1/31M/DDA7A.TNNN;n/a;finoox;251-1CLQ.0YF.3UF.00NN-R23.01.0000.000;GASC RX 020.1A/37-AL1_.E;1350;A;3;1;1103;Axial;1,338;0,778;1,681;1,112;1,719;1,09;1,681;1,107;1,586;1,033;1,302;0,765;7,44;1319;1500;8;VT03033U;0,062;0,16;C;44,63;66,1;1,4;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;19;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC RX 020.1/31M/DDC4A.;GASC RX;020.1/31M/DDC4A.;n/a;finoox;251-1CM8.0YF.3UF.00NN-R23.;GASC RX 020.1A/34-AL1_.E_PC;1819;A;3;1;1103;Axial;1,3;0,727;1,698;1,07;1,732;1,051;1,699;1,072;1,586;0,991;1,258;0,712;12,59;1210;1500;8;VT03033U;0,061;0,16;C;45,11;66,58;1,4;;;;GASC3;1484;580;234;1200;552;19,1;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC RX 031.1/1XN/FFA7E.TNNN;GASC RX;031.1/1XN/FFA7E.TNNN;n/a;finoox;251-1B1B.245.3UK.S5QW-R23.01.0800.000;GASC RX 031.1D/17-ENX_.E;1225;E;1;1;2453;Axial;2,638;1,892;2,74;2,211;2,967;2,283;2,826;2,27;2,705;2,157;2,564;1,908;9,49;1731;1390;12;VT03159U;0,136;0,55;C;43,48;64,82;2;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;18,6;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GASC RX 031.1/3XN/FFE4A.TNNN;GASC RX;031.1/3XN/FFE4A.TNNN;n/a;finoox;251-1B4Q.245.3UB.S5QU-R23.01.0000.000;GASC RX 031.1D/34-ANX_.E_Epoxy;2886;A;3;1;2453;Axial;8,602;6,164;8,91;7,248;9,802;7,707;9,272;7,559;8,795;7,071;8,359;6,209;48,15;4526;1390;18;VT03159U;0,409;0,55;D;47,4;69,28;5,6;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,9;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC RX 031.1/3XN/DFE7A.TNNN;GASC RX;031.1/3XN/DFE7A.TNNN;n/a;finoox;251-1B48.245.3U9.S5QZ-R23.01.0000.000;GASC RX 031.1C/37-ANX_.E_Epoxy;2757;A;3;1;2453;Axial;5,842;4,159;6,151;4,885;6,672;5,092;6,363;5,057;6,09;4,801;5,727;4,209;18,98;5498;1390;21;VT03159U;0,406;0,55;D;48,03;69,91;3,8;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;36;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC RX 031.1/3XN/FFE7E.TNNN;GASC RX;031.1/3XN/FFE7E.TNNN;n/a;finoox;251-1B4Z.245.3UB.SJ5F-R23.01.0800.000;GASC RX 031.1D/37-ENX_.E_Epoxy;3263;E;3;1;2453;Axial;7,861;5,706;8,109;6,659;8,82;6,838;8,259;6,793;8,028;6,456;7,649;5,765;28,47;5193;1390;20;VT03159U;0,407;0,55;C;47,71;69,59;5,7;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;46,5;22;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/2XN/DFC4A.;GASC RX;031.1/2XN/DFC4A.;n/a;finoox;251-1B2Q.245.3UD.S5QX-R23.;GASC RX 031.1C/24-ANX_.E_PC;2148;A;2;1;2453;Axial;4,083;2,791;4,367;3,431;4,861;3,64;4,604;3,601;4,361;3,364;3,958;2,801;21,4;3304;1390;16;VT03159U;0,272;0,55;E;46,04;67,66;2,5;;;;GASC2;1644;580;337;1360;552;25,3;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GASC RX 031.1/4WN/DFA4A.TNNN;GASC RX;031.1/4WN/DFA4A.TNNN;n/a;finoox;251-1B56.246.3UE.SJ3X-R23.01.0000.000;GASC RX 031.1C/44-ANW_.E;3167;A;4;1;2454;Axial;9,62;6,961;9,506;7,986;10,953;8,72;10,027;8,502;9,397;7,848;9,267;7,169;42,8;6263;1300;21;VT03159U;0,406;0,42;D;47,67;69,8;5,1;;400V 3~N - 3.4kW;AY7.001480;GASC4;3004;580;337;1360;552;47,6;22;28;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;387;;;;;;;;no;no;D;E;Aluminum;4;2;4;yes;piece;1
GASC RX 031.1/2WN/DFE7A.TNNN;GASC RX;031.1/2WN/DFE7A.TNNN;n/a;finoox;251-1B2U.246.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/27-ANW_.E_Epoxy;2026;A;2;1;2454;Axial;3,806;2,714;3,975;3,216;4,329;3,312;4,123;3,288;3,942;3,12;3,705;2,736;12,65;3455;1300;17;VT03159U;0,2;0,42;C;45,14;66,76;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,1;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC RX 031.1/1WN/DFE7E.TNNN;GASC RX;031.1/1WN/DFE7E.TNNN;n/a;finoox;251-1B13.246.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/17-ENW_.E_Epoxy;1300;E;1;1;2454;Axial;1,89;1,335;1,982;1,596;2,157;1,642;2,055;1,631;1,964;1,547;1,839;1,346;6,33;1728;1300;12;VT03159U;0,1;0,42;D;42,41;63,75;1,4;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
GASC RX 031.1/1WN/FFE7A.TNNN;GASC RX;031.1/1WN/FFE7A.TNNN;n/a;finoox;251-1B1S.246.3UK.S5QW-R23.01.0000.000;GASC RX 031.1D/17-ANW_.E_Epoxy;1201;A;1;1;2454;Axial;2,533;1,823;2,61;2,143;2,846;2,202;2,663;2,189;2,584;2,078;2,461;1,847;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;2;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;16,4;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC RX 031.1/3WN/DFE7A.TNNN;GASC RX;031.1/3WN/DFE7A.TNNN;n/a;finoox;251-1B48.246.3U9.S5QZ-R23.01.0000.000;GASC RX 031.1C/37-ANW_.E_Epoxy;2757;A;3;1;2454;Axial;5,722;4,093;5,97;4,837;6,501;4,983;6,192;4,945;5,921;4,693;5,571;4,13;18,98;5183;1300;20;VT03159U;0,3;0,42;C;46,64;68,52;3,8;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;36;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC RX 031.1/4WN/FFE7A.TNNN;GASC RX;031.1/4WN/FFE7A.TNNN;n/a;finoox;251-1B60.246.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/47-ANW_.E_Epoxy;3722;A;4;1;2454;Axial;9,624;6,607;10,517;8,207;11,148;8,269;10,763;8,269;10,322;7,844;9,451;6,603;37,96;6555;1300;22;VT03159U;0,404;0,42;C;47,61;69,74;7,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;54,5;22;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;423;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/4WN/FFC7A.;GASC RX;031.1/4WN/FFC7A.;n/a;finoox;251-1B64.246.3UB.SJ5F-R23.;GASC RX 031.1D/47-ANW_.E_PC;3911;A;4;1;2454;Axial;9,059;6,205;9,935;7,728;10,499;7,763;10,117;7,768;9,736;7,371;8,908;6,204;37,96;6555;1300;22;VT03159U;0,404;0,42;C;47,61;69,74;7,4;;;;GASC4;3004;580;337;1360;552;54,5;22;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC RX 031.1/2WN/FFC4E.;GASC RX;031.1/2WN/FFC4E.;n/a;finoox;251-1B3F.246.3UA.S2SD-R23.;GASC RX 031.1D/24-ENW_.E_PC;2561;E;2;1;2454;Axial;5,089;3,617;5,232;4,256;5,738;4,511;5,433;4,429;5,155;4,143;4,885;3,64;32,1;2875;1300;14;VT03159U;0,205;0,42;D;45,39;67,01;3,8;;;;GASC2;1644;580;337;1360;552;32,8;16;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;4;6;6;yes;piece;1
GASC RX 031.1/2WM/DDA7E.TNNN;GASC RX;031.1/2WM/DDA7E.TNNN;n/a;finoox;251-1B21.247.3UH.S5QS-R23.01.0800.000;GASC RX 031.1A/27-ELW_.E;1981;E;2;1;2455;Axial;2,212;1,701;2,298;1,956;2,54;2,036;2,407;2,015;2,286;1,927;2,223;1,757;8,44;1732;900;10;VT03159U;0,18;0,38;D;41,53;63,06;1,7;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;25,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;4;4;yes;piece;1
GASC RX 031.1/2WM/FFA7E.TNNN;GASC RX;031.1/2WM/FFA7E.TNNN;n/a;finoox;251-1B33.247.3UA.S5QZ-R23.01.0800.000;GASC RX 031.1D/27-ELW_.E;2172;E;2;1;2455;Axial;4,104;3,083;4,21;3,549;4,625;3,649;4,359;3,637;4,156;3,451;4,073;3,14;18,98;2263;900;11;VT03159U;0,178;0,38;C;41,09;62,71;3,8;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;32,5;16;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC RX 031.1/3WM/FFC7E.;GASC RX;031.1/3WM/FFC7E.;n/a;finoox;251-1B53.247.3UB.SJ5F-R23.;GASC RX 031.1D/37-ELW_.E_PC;3427;E;3;1;2455;Axial;5,733;4,315;5,877;4,959;6,457;5,1;6,085;5,081;5,802;4,822;5,689;4,395;28,47;3395;900;13;VT03159U;0,266;0,38;C;42,59;64,47;5,7;;;;GASC3;2324;580;337;2040;552;46,5;22;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC RX 031.1/2XM/DFA7A.TNNN;GASC RX;031.1/2XM/DFA7A.TNNN;n/a;finoox;251-1B2C.248.3UD.S5QX-R23.01.0000.000;GASC RX 031.1C/27-ALX_.E;1821;A;2;1;2456;Axial;2,77;2,069;2,839;2,391;3,137;2,472;2,911;2,462;2,809;2,328;2,745;2,111;12,65;1892;720;9;VT03159U;0,18;0,39;D;37,55;59,17;2,5;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;25,1;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GASC RX 031.1/1XM/DDA7E.TNNN;GASC RX;031.1/1XM/DDA7E.TNNN;n/a;finoox;251-1AZX.248.3UG.S5QQ-R23.01.0800.000;GASC RX 031.1A/17-ELX_.E;1020;E;1;1;2456;Axial;0,956;0,736;1,006;0,844;1,094;0,884;1,046;0,875;0,996;0,836;0,956;0,765;4,22;693;720;6;VT03159U;0,09;0,39;E;35,82;57,07;0,9;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;8;4;yes;piece;1
GASC RX 031.1/1XM/DFA7E.TNNN;GASC RX;031.1/1XM/DFA7E.TNNN;n/a;finoox;251-1B0M.248.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/17-ELX_.E;1135;E;1;1;2456;Axial;1,379;1,024;1,417;1,19;1,565;1,23;1,453;1,225;1,402;1,159;1,367;1,045;6,33;946;720;6;VT03159U;0,09;0,39;D;34,82;56,16;1,4;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC RX 031.1/3XM/FFA7E.TNNN;GASC RX;031.1/3XM/FFA7E.TNNN;n/a;finoox;251-1B4H.248.3UB.SJ5F-R23.01.0800.000;GASC RX 031.1D/37-ELX_.E;2935;E;3;1;2456;Axial;5,219;4,015;5,396;4,573;5,825;4,65;5,543;4,626;5,292;4,442;5,209;4,086;28,47;2671;720;10;VT03159U;0,27;0,39;C;39,09;60,97;5,7;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;46,5;22;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 031.1/1XM/DDE4A.TNNN;GASC RX;031.1/1XM/DDE4A.TNNN;n/a;finoox;251-1B04.248.3UF.00NN-R23.01.0000.000;GASC RX 031.1A/14-ALX_.E_Epoxy;1024;A;1;1;2456;Axial;1,043;0,701;1,129;0,875;1,215;0,905;1,161;0,899;1,106;0,842;1,014;0,7;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 031.1/1XM/DDE4E.TNNN;GASC RX;031.1/1XM/DDE4E.TNNN;n/a;finoox;251-1B05.248.3UF.00NN-R23.01.0800.000;GASC RX 031.1A/14-ELX_.E_Epoxy;1168;E;1;1;2456;Axial;1,043;0,701;1,129;0,875;1,215;0,905;1,161;0,899;1,106;0,842;1,014;0,7;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;14,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 031.1/1XM/DDE7E.TNNN;GASC RX;031.1/1XM/DDE7E.TNNN;n/a;finoox;251-1B0D.248.3UG.S5QQ-R23.01.0800.000;GASC RX 031.1A/17-ELX_.E_Epoxy;1168;E;1;1;2456;Axial;0,941;0,725;0,99;0,83;1,075;0,868;1,03;0,86;0,98;0,822;0,94;0,753;4,22;693;720;6;VT03159U;0,09;0,39;E;35,82;57,07;0,9;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC RX 031.1/1XM/DFC7E.;GASC RX;031.1/1XM/DFC7E.;n/a;finoox;251-1B17.248.3UC.S5QV-R23.;GASC RX 031.1C/17-ELX_.E_PC;1388;E;1;1;2456;Axial;1,283;0,953;1,318;1,107;1,456;1,144;1,351;1,14;1,304;1,078;1,271;0,972;6,33;946;720;6;VT03159U;0,09;0,39;D;34,82;56,16;1,4;;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/1XM/DDC4E.;GASC RX;031.1/1XM/DDC4E.;n/a;finoox;251-1B09.248.3UF.00NN-R23.;GASC RX 031.1A/14-ELX_.E_PC;1258;E;1;1;2456;Axial;0,939;0,63;1,021;0,789;1,097;0,815;1,049;0,81;1;0,759;0,914;0,629;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;;;;GASC1;964;580;234;680;552;14,8;9,52;9,52;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC RX 031.1/21N/FFA4A.TNNN;GASC RX;031.1/21N/FFA4A.TNNN;n/a;finoox;251-1B36.24G.3UA.S2SD-R23.01.0000.000;GASC RX 031.1D/24-AN1_.E;2139;A;2;1;2464;Axial;5,682;4,043;5,835;4,752;6,4;5,033;6,057;4,943;5,747;4,624;5,459;4,069;32,1;2840;1350;14;VT03190;0,173;0,7;C;46,4;68,02;3,8;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;28,3;16;22;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC RX 031.1/11N/DFA7A.TNNN;GASC RX;031.1/11N/DFA7A.TNNN;n/a;finoox;251-1B0L.24G.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/17-AN1_.E;1107;A;1;1;2464;Axial;1,923;1,359;2,036;1,609;2,204;1,672;2,103;1,662;2,012;1,577;1,886;1,37;6,33;1757;1350;12;VT03190;0,087;0,7;C;41,44;62,79;1,4;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;13,9;16;18;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC RX 031.1/11N/DFE4E.TNNN;GASC RX;031.1/11N/DFE4E.TNNN;n/a;finoox;251-1B0V.24G.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/14-EN1_.E_Epoxy;1419;E;1;1;2464;Axial;2,178;1,488;2,313;1,821;2,537;1,944;2,433;1,914;2,303;1,783;2,105;1,495;10,7;1561;1350;11;VT03190;0,086;0,7;C;42,45;63,79;1,3;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;15,7;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC RX 031.1/11N/DFC7A.;GASC RX;031.1/11N/DFC7A.;n/a;finoox;251-1B16.24G.3UC.S5QV-R23.;GASC RX 031.1C/17-AN1_.E_PC;1356;A;1;1;2464;Axial;1,788;1,264;1,894;1,496;2,05;1,555;1,956;1,546;1,871;1,466;1,754;1,274;6,33;1757;1350;12;VT03190;0,087;0,7;C;41,44;62,79;1,4;;;;GASC1;964;580;337;680;552;13,9;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 031.1/11M/DFA7A.TNNN;GASC RX;031.1/11M/DFA7A.TNNN;n/a;finoox;251-1B0L.24H.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/17-AL1_.E;1107;A;1;1;2465;Axial;1,691;1,213;1,735;1,428;1,913;1,483;1,781;1,471;1,726;1,392;1,638;1,221;6,33;1319;1000;9;VT03190;0,036;0,3;A;33,88;55,22;1,4;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;13,9;16;18;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC RX 031.1/11M/DFA7E.TNNN;GASC RX;031.1/11M/DFA7E.TNNN;n/a;finoox;251-1B0M.24H.3UC.S5QV-R23.01.0800.000;GASC RX 031.1C/17-EL1_.E;1252;E;1;1;2465;Axial;1,691;1,213;1,735;1,428;1,913;1,483;1,781;1,471;1,726;1,392;1,638;1,221;6,33;1319;1000;9;VT03190;0,036;0,3;A;33,88;55,22;1,4;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;15,7;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC RX 030.1/41N/FFA7A.;GASC RX;030.1/41N/FFA7A.;n/a;finoox;251-1J2T.345.3UB.SJ5F-R23.;GASC RX 030.1D/47-AN1_.E;3949;A;4;1;3609;Axial;9,925;6,764;10,937;8,462;11,527;8,481;11,118;8,493;10,702;8,058;9,767;6,757;37,96;6834;1760;23;VT06103;0,393;0,76;C;48,93;71,06;7,4;;;;GASC4;3004;580;337;1360;552;53,7;22;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 030.1/31N/FFA7E.;GASC RX;030.1/31N/FFA7E.;n/a;finoox;251-1J18.345.3UB.SJ5F-R23.;GASC RX 030.1D/37-EN1_.E;3409;E;3;1;3609;Axial;7,922;5,749;8,186;6,712;8,875;6,875;8,45;6,832;8,093;6,497;7,708;5,805;28,47;5125;1760;20;VT06103;0,295;0,76;B;47,93;69,81;5,7;;;;GASC3;2324;580;337;2040;552;45,9;22;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 030.1/31N/DFE7E.;GASC RX;030.1/31N/DFE7E.;n/a;finoox;251-1J0W.345.3U9.S5QZ-R23.;GASC RX 030.1C/37-EN1_.E_Epoxy;3573;E;3;1;3609;Axial;5,759;4,122;6,05;4,828;6,576;5,031;6,268;4,995;5,996;4,741;5,636;4,167;18,98;5319;1760;21;VT06103;0,289;0,76;C;47,93;69,81;3,8;;;;GASC3;2324;580;337;2040;552;38,9;16;22;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GASC RX 030.1/21N/DFC7A.;GASC RX;030.1/21N/DFC7A.;n/a;finoox;251-1HYX.345.3UD.S5QX-R23.;GASC RX 030.1C/27-AN1_.E_PC;2452;A;2;1;3609;Axial;3,618;2,57;3,817;3,027;4,131;3,148;3,942;3,127;3,774;2,969;3,547;2,599;12,65;3546;1760;17;VT06103;0,193;0,76;D;46,43;68,05;2,5;;;;GASC2;1644;580;337;1360;552;24,7;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;6;4;yes;piece;1
