TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R454C SC2);DX Evap (R454C SC3);DX Evap (R455A SC2);DX Evap (R455A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC PX 031.1/11M/DDC7E.TNNN;GASC PX;031.1/11M/DDC7E.TNNN;n/a;finoox;251-1B0H.24H.3WZ.S5QQ-P13.01.0800.000;GASC PX 031.1A/17-EL1_.E_PC;1713;E;1;1;2465;Axial;1,202;1,008;1,294;1,126;4,22;964;1000;8;VT03190;0,036;0,3;;34,69;55,94;0,9;230V 1~ - 0.7kW;;;GASC1;964;580;234;680;552;14,5;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004703.1;2;100;880;3;0;890;no;no;D;E;Powder coated;7;8;4;yes;piece;1
GASC PX 031.1/11M/FFC7A.TNNN;GASC PX;031.1/11M/FFC7A.TNNN;n/a;finoox;251-1B1W.24H.3X9.S5QW-P13.01.0000.000;GASC PX 031.1D/17-AL1_.E_PC;1401;A;1;1;2465;Axial;2,18;1,776;2,403;1,983;9,49;1243;1000;8;VT03190;0,036;0,3;;33,9;55,24;2;;;;GASC1;964;580;337;680;552;15,9;16;18;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC PX 020.1/31N/FDA4A.TNNN;GASC PX;020.1/31N/FDA4A.TNNN;n/a;finoox;251-1CMY.0YE.3YL.S5QQ-P13.01.0000.000;GASC PX 020.1B/34-AN1_.E;1560;A;3;1;1102;Axial;2,981;2,03;3,231;2,243;18,88;1428;2000;9;VT03033U;0,104;0,26;;49,43;70,9;2,2;;;;GASC3;1484;580;234;1200;552;21,7;16;18;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GASC PX 020.1/31N/DDA7E.TNNN;GASC PX;020.1/31N/DDA7E.TNNN;n/a;finoox;251-1CLR.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/37-EN1_.E;2023;E;3;1;1102;Axial;1,707;1,062;1,845;1,166;7,44;1684;2000;11;VT03033U;0,108;0,26;;48,4;69,87;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 020.1/31N/FDE4A.TNNN;GASC PX;020.1/31N/FDE4A.TNNN;n/a;finoox;251-1CN4.0YE.3YL.S5QQ-P13.01.0000.000;GASC PX 020.1B/34-AN1_.E_Epoxy;1886;A;3;1;1102;Axial;2,948;2,015;3,199;2,227;18,88;1428;2000;9;VT03033U;0,104;0,26;;49,43;70,9;2,2;;;;GASC3;1484;580;234;1200;552;21,7;16;18;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC PX 020.1/11N/DDC4A.TNNN;GASC PX;020.1/11N/DDC4A.TNNN;n/a;finoox;251-1AYU.0YE.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/14-AN1_.E_PC;816;A;1;1;1102;Axial;0,798;0,652;0,906;0,746;4,2;512;2000;6;VT03033U;0,035;0,26;;44,48;65,61;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC PX 020.1/11M/DDA7A.TNNN;GASC PX;020.1/11M/DDA7A.TNNN;n/a;finoox;251-1AYG.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/17-AL1_.E;608;A;1;1;1103;Axial;0,653;0,545;0,728;0,612;2,48;440;1500;5;VT03033U;0,021;0,16;;40,19;61,32;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 020.1/31M/DDA7E.TNNN;GASC PX;020.1/31M/DDA7E.TNNN;n/a;finoox;251-1CLR.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/37-EL1_.E;2023;E;3;1;1103;Axial;1,582;1,012;1,71;1,112;7,44;1319;1500;8;VT03033U;0,062;0,16;;44,63;66,1;1,4;230V 1~ - 1.2kW;;;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC14000325230;H03GA14100170230;;AY7.004700.1;2;100;1400;3;0;1410;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 031.1/1XN/DFC4A.TNNN;GASC PX;031.1/1XN/DFC4A.TNNN;n/a;finoox;251-1B0Y.245.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/14-ANX_.E_PC;1256;A;1;1;2453;Axial;2,323;1,735;2,568;1,946;10,7;1652;1390;11;VT03159U;0,136;0,55;;43,31;64,65;1,3;;;;GASC1;964;580;337;680;552;14,6;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC PX 031.1/2WN/DFA4E.TNNN;GASC PX;031.1/2WN/DFA4E.TNNN;n/a;finoox;251-1B2H.246.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/24-ENW_.E;2524;E;2;1;2454;Axial;5,119;3,882;5,665;4,358;21,4;3131;1300;15;VT03159U;0,203;0,42;;45,17;66,79;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC PX 031.1/2WN/FFA4E.TNNN;GASC PX;031.1/2WN/FFA4E.TNNN;n/a;finoox;251-1B37.246.3X8.S2SD-P13.01.0800.000;GASC PX 031.1D/24-ENW_.E;2809;E;2;1;2454;Axial;6,21;4,945;6,915;5,572;32,1;2875;1300;14;VT03159U;0,205;0,42;;45,39;67,01;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;31,7;16;22;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC PX 031.1/3WN/FFE4E.TNNN;GASC PX;031.1/3WN/FFE4E.TNNN;n/a;finoox;251-1B4R.246.3X7.S5QU-P13.01.0800.000;GASC PX 031.1D/34-ENW_.E_Epoxy;3994;E;3;1;2454;Axial;9,158;7,333;10,085;8,284;48,15;4313;1300;17;VT03159U;0,307;0,42;;46,89;68,77;5,6;230V 1~ - 2.9kW;;;GASC3;2324;580;337;2040;552;44,2;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC22400526230;H03GA22800275230;;AY7.004708.1;4;100;2240;3;0;2280;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC PX 031.1/2WN/FFC7A.TNNN;GASC PX;031.1/2WN/FFC7A.TNNN;n/a;finoox;251-1B3N.246.3X8.S5QZ-P13.01.0000.000;GASC PX 031.1D/27-ANW_.E_PC;2274;A;2;1;2454;Axial;5,169;4,107;5,654;4,562;18,98;3277;1300;16;VT03159U;0,202;0,42;;45,11;66,73;3,8;;;;GASC2;1644;580;337;1360;552;29,4;16;22;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;6;6;yes;piece;1
GASC PX 031.1/2WN/DFC4A.TNNN;GASC PX;031.1/2WN/DFC4A.TNNN;n/a;finoox;251-1B2Q.246.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-ANW_.E_PC;2148;A;2;1;2454;Axial;4,556;3,455;5,042;3,879;21,4;3131;1300;15;VT03159U;0,203;0,42;;45,17;66,79;2,5;;;;GASC2;1644;580;337;1360;552;25,5;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GASC PX 031.1/2WM/DDA7E.TNNN;GASC PX;031.1/2WM/DDA7E.TNNN;n/a;finoox;251-1B21.247.3WY.S5QS-P13.01.0800.000;GASC PX 031.1A/27-ELW_.E;2363;E;2;1;2455;Axial;2,437;2,059;2,719;2,302;8,44;1732;900;10;VT03159U;0,18;0,38;;41,53;63,06;1,7;230V 1~ - 1.3kW;;;GASC2;1644;580;234;1360;552;24,3;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004706.1;2;100;1560;3;0;1570;no;no;D;E;Aluminum;7;4;4;yes;piece;1
GASC PX 031.1/1WM/FFC7E.TNNN;GASC PX;031.1/1WM/FFC7E.TNNN;n/a;finoox;251-1B1X.247.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-ELW_.E_PC;2008;E;1;1;2455;Axial;2,046;1,683;2,261;1,88;9,49;1132;900;8;VT03159U;0,089;0,38;;38,35;59,7;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;18,3;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC PX 031.1/2WM/FFC7E.TNNN;GASC PX;031.1/2WM/FFC7E.TNNN;n/a;finoox;251-1B3P.247.3X8.S5QZ-P13.01.0800.000;GASC PX 031.1D/27-ELW_.E_PC;3128;E;2;1;2455;Axial;4,101;3,385;4,532;3,783;18,98;2263;900;11;VT03159U;0,178;0,38;;41,09;62,71;3,8;230V 1~ - 2.0kW;;;GASC2;1644;580;337;1360;552;31,4;16;22;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004707.1;4;100;1560;3;0;1570;no;no;F;E;Powder coated;7;6;6;yes;piece;1
GASC PX 031.1/1XM/DFA4A.TNNN;GASC PX;031.1/1XM/DFA4A.TNNN;n/a;finoox;251-1B0Q.248.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/14-ALX_.E;991;A;1;1;2456;Axial;1,73;1,408;1,941;1,598;10,7;826;720;6;VT03159U;0,09;0,39;;35,05;56,39;1,3;;;;GASC1;964;580;337;680;552;14,6;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC PX 031.1/3XM/FFA7A.TNNN;GASC PX;031.1/3XM/FFA7A.TNNN;n/a;finoox;251-1B4G.248.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/37-ALX_.E;2559;A;3;1;2456;Axial;5,553;4,689;6,187;5,235;28,47;2671;720;10;VT03159U;0,27;0,39;;39,09;60,97;5,7;;;;GASC3;2324;580;337;2040;552;42,1;22;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC PX 031.1/1XM/FFE7E.TNNN;GASC PX;031.1/1XM/FFE7E.TNNN;n/a;finoox;251-1B1T.248.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-ELX_.E_Epoxy;1923;E;1;1;2456;Axial;1,822;1,536;2,034;1,714;9,49;890;720;6;VT03159U;0,09;0,39;;34,86;56,2;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;18,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC PX 031.1/3XM/FFC7A.TNNN;GASC PX;031.1/3XM/FFC7A.TNNN;n/a;finoox;251-1B52.248.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/37-ALX_.E_PC;3050;A;3;1;2456;Axial;5,165;4,361;5,754;4,868;28,47;2671;720;10;VT03159U;0,27;0,39;;39,09;60,97;5,7;;;;GASC3;2324;580;337;2040;552;42,1;22;22;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Powder coated;7;4;6;yes;piece;1
GASC PX 031.1/11N/FFA4E.TNNN;GASC PX;031.1/11N/FFA4E.TNNN;n/a;finoox;251-1B1F.24G.3X9.S5QR-P13.01.0800.000;GASC PX 031.1D/14-EN1_.E;1873;E;1;1;2464;Axial;3,065;2,429;3,414;2,739;16,05;1420;1350;10;VT03190;0,086;0,7;;43,67;65,01;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;17,8;16;18;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Aluminum;4;12;6;yes;piece;1
GASC PX 031.1/21N/DFA7A.TNNN;GASC PX;031.1/21N/DFA7A.TNNN;n/a;finoox;251-1B2C.24G.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/27-AN1_.E;2051;A;2;1;2464;Axial;4,259;3,297;4,645;3,655;12,65;3514;1350;17;VT03190;0,173;0,7;;44,18;65,8;2,5;;;;GASC2;1644;580;337;1360;552;24,1;16;18;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;7;6;4;yes;piece;1
GASC PX 031.1/41N/FFA7A.TNNN;GASC PX;031.1/41N/FFA7A.TNNN;n/a;finoox;251-1B5J.24G.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/47-AN1_.E;3796;A;4;1;2464;Axial;10,869;8,089;11,775;8,921;37,96;6590;1350;22;VT03190;0,346;0,7;;47,13;69,25;7,4;;;;GASC4;3004;580;337;1360;552;52,6;22;22;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC PX 031.1/11N/FFE7E.TNNN;GASC PX;031.1/11N/FFE7E.TNNN;n/a;finoox;251-1B1T.24G.3X9.S5QW-P13.01.0800.000;GASC PX 031.1D/17-EN1_.E_Epoxy;2039;E;1;1;2464;Axial;2,739;2,171;3;2,413;9,49;1647;1350;11;VT03190;0,087;0,7;;41,89;63,23;2;230V 1~ - 1.1kW;;;GASC1;964;580;337;680;552;17,7;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004704.1;4;100;880;3;0;890;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC PX 031.1/31N/FFE7A.TNNN;GASC PX;031.1/31N/FFE7A.TNNN;n/a;finoox;251-1B4Y.24G.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/37-AN1_.E_Epoxy;3230;A;3;1;2464;Axial;8,257;6,587;9,043;7,322;28,47;4942;1350;19;VT03190;0,26;0,7;;46,12;68;5,7;;;;GASC3;2324;580;337;2040;552;40,3;22;22;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC PX 031.1/11N/DFC4A.TNNN;GASC PX;031.1/11N/DFC4A.TNNN;n/a;finoox;251-1B0Y.24G.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/14-AN1_.E_PC;1371;A;1;1;2464;Axial;2,257;1,7;2,499;1,908;10,7;1561;1350;11;VT03190;0,086;0,7;;42,45;63,79;1,3;;;;GASC1;964;580;337;680;552;14;16;18;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC PX 031.1/21N/DFC4A.TNNN;GASC PX;031.1/21N/DFC4A.TNNN;n/a;finoox;251-1B2Q.24G.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-AN1_.E_PC;2378;A;2;1;2464;Axial;4,549;3,451;5,035;3,875;21,4;3122;1350;15;VT03190;0,173;0,7;;45,18;66,8;2,5;;;;GASC2;1644;580;337;1360;552;24,3;16;18;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;6;4;yes;piece;1
GASC PX 031.1/11N/DFC4E.TNNN;GASC PX;031.1/11N/DFC4E.TNNN;n/a;finoox;251-1B0Z.24G.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/14-EN1_.E_PC;1948;E;1;1;2464;Axial;2,257;1,7;2,499;1,908;10,7;1561;1350;11;VT03190;0,086;0,7;;42,45;63,79;1,3;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;15,8;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC PX 020.1/11N/DDA7E.TNNN;GASC PX;020.1/11N/DDA7E.TNNN;n/a;finoox;251-1AYH.0YE.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/17-EN1_.E;1094;E;1;1;1102;Axial;0,751;0,617;0,833;0,691;2,48;561;2000;6;VT03033U;0,036;0,26;;43,97;65,1;0,5;230V 1~ - 0.5kW;;;GASC1;684;580;234;400;552;9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004696.1;2;100;600;3;0;610;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC PX 020.1/11M/DDA4E.TNNN;GASC PX;020.1/11M/DDA4E.TNNN;n/a;finoox;251-1AYM.0YF.3X0.00NN-P13.01.0800.000;GASC PX 020.1A/14-EL1_.E;1094;E;1;1;1103;Axial;0,776;0,647;0,883;0,745;4,2;403;1500;4;VT03033U;0,02;0,16;;40,68;61,81;0,5;230V 1~ - 0.5kW;;;GASC1;684;580;234;400;552;9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BC06000133230;H03GA06100073230;;AY7.004696.1;2;100;600;3;0;610;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC PX 020.1/11M/DDE4A.TNNN;GASC PX;020.1/11M/DDE4A.TNNN;n/a;finoox;251-1AYQ.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/14-AL1_.E_Epoxy;738;A;1;1;1103;Axial;0,763;0,636;0,867;0,732;4,2;403;1500;4;VT03033U;0,02;0,16;;40,68;61,81;0,5;;;;GASC1;684;580;234;400;552;8;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC PX 020.1/21M/DDE4A.TNNN;GASC PX;020.1/21M/DDE4A.TNNN;n/a;finoox;251-1CJY.0YF.3X0.00NN-P13.01.0000.000;GASC PX 020.1A/24-AL1_.E_Epoxy;1220;A;2;1;1103;Axial;1,444;1,001;1,57;1,109;8,39;807;1500;6;VT03033U;0,04;0,16;;43,52;64,82;1;;;;GASC2;1084;580;234;800;552;13,8;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC PX 031.1/2XN/DFA4A.TNNN;GASC PX;031.1/2XN/DFA4A.TNNN;n/a;finoox;251-1B2G.245.3WW.S5QX-P13.01.0000.000;GASC PX 031.1C/24-ANX_.E;1821;A;2;1;2453;Axial;5,264;3,96;5,816;4,441;21,4;3304;1390;16;VT03159U;0,272;0,55;;46,04;67,66;2,5;;;;GASC2;1644;580;337;1360;552;25,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC PX 031.1/3XN/FFA7A.TNNN;GASC PX;031.1/3XN/FFA7A.TNNN;n/a;finoox;251-1B4G.245.3X7.SJ5F-P13.01.0000.000;GASC PX 031.1D/37-ANX_.E;2559;A;3;1;2453;Axial;8,596;6,803;9,388;7,55;28,47;5193;1390;20;VT03159U;0,407;0,55;;47,71;69,59;5,7;;;;GASC3;2324;580;337;2040;552;42,1;22;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC PX 031.1/1XN/DFC7A.TNNN;GASC PX;031.1/1XN/DFC7A.TNNN;n/a;finoox;251-1B16.245.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-ANX_.E_PC;1242;A;1;1;2453;Axial;2,006;1,538;2,186;1,704;6,33;1833;1390;12;VT03159U;0,135;0,55;;43,8;65,14;1,4;;;;GASC1;964;580;337;680;552;14,5;16;18;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC PX 031.1/1XN/DFC7E.TNNN;GASC PX;031.1/1XN/DFC7E.TNNN;n/a;finoox;251-1B17.245.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-ENX_.E_PC;1790;E;1;1;2453;Axial;2,006;1,538;2,186;1,704;6,33;1833;1390;12;VT03159U;0,135;0,55;;43,8;65,14;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC PX 031.1/2WN/DFE4E.TNNN;GASC PX;031.1/2WN/DFE4E.TNNN;n/a;finoox;251-1B2M.246.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/24-ENW_.E_Epoxy;2730;E;2;1;2454;Axial;5,001;3,818;5,55;4,295;21,4;3131;1300;15;VT03159U;0,203;0,42;;45,17;66,79;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,3;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC PX 031.1/1WM/DDE7A.TNNN;GASC PX;031.1/1WM/DDE7A.TNNN;n/a;finoox;251-1B0C.247.3WZ.S5QQ-P13.01.0000.000;GASC PX 031.1A/17-ALW_.E_Epoxy;1024;A;1;1;2455;Axial;1,197;1,01;1,333;1,134;4,22;866;900;7;VT03159U;0,09;0,38;;38,79;60,05;0,9;;;;GASC1;964;580;234;680;552;13,2;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC PX 031.1/2WM/DFE7E.TNNN;GASC PX;031.1/2WM/DFE7E.TNNN;n/a;finoox;251-1B2V.247.3WW.S5QX-P13.01.0800.000;GASC PX 031.1C/27-ELW_.E_Epoxy;2730;E;2;1;2455;Axial;3,438;2,78;3,796;3,108;12,65;2416;900;12;VT03159U;0,176;0,38;;41,05;62,67;2,5;230V 1~ - 1.7kW;;;GASC2;1644;580;337;1360;552;27,1;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC15600363230;H03GA15700190230;;AY7.004705.1;3;100;1560;3;0;1570;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC PX 031.1/1WM/DFC7E.TNNN;GASC PX;031.1/1WM/DFC7E.TNNN;n/a;finoox;251-1B17.247.3X4.S5QV-P13.01.0800.000;GASC PX 031.1C/17-ELW_.E_PC;1790;E;1;1;2455;Axial;1,62;1,3;1,787;1,452;6,33;1208;900;8;VT03159U;0,088;0,38;;38,32;59,66;1,4;230V 1~ - 0.9kW;;;GASC1;964;580;337;680;552;16,4;16;18;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BC08800200230;H03GA08900107230;;AY7.004702.1;3;100;880;3;0;890;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC PX 031.1/1XM/DDE7E.TNNN;GASC PX;031.1/1XM/DDE7E.TNNN;n/a;finoox;251-1B0D.248.3WZ.S5QQ-P13.01.0800.000;GASC PX 031.1A/17-ELX_.E_Epoxy;1524;E;1;1;2456;Axial;1,044;0,883;1,166;0,996;4,22;693;720;6;VT03159U;0,09;0,39;;35,82;57,07;0,9;230V 1~ - 0.7kW;;;GASC1;964;580;234;680;552;15,1;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BC08800200230;H03GA08900107230;;AY7.004703.1;2;100;880;3;0;890;no;no;D;E;Epoxy coated aluminum;7;8;4;yes;piece;1
GASC PX 031.1/11N/DFE7A.TNNN;GASC PX;031.1/11N/DFE7A.TNNN;n/a;finoox;251-1B12.24G.3X4.S5QV-P13.01.0000.000;GASC PX 031.1C/17-AN1_.E_Epoxy;1271;A;1;1;2464;Axial;2,088;1,613;2,281;1,79;6,33;1757;1350;12;VT03190;0,087;0,7;;41,44;62,79;1,4;;;;GASC1;964;580;337;680;552;13,9;16;18;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
